article_id,project_id,user_id,user_type,clicked_at
51,1,23,tenant,2017-11-01 04:28:23
51,1,23,tenant,2018-01-20 21:28:00
51,2,1,resident,2017-12-20 21:00:18
51,2,1,resident,2018-01-28 18:22:39
51,2,1,resident,2017-04-04 15:09:42
51,7,1,guest,2017-12-20 20:58:18
51,7,1,guest,2018-01-28 18:22:39
51,7,1,guest,2017-04-04 15:12:42
51,9,1,tenant,2017-12-20 20:55:18
51,9,1,tenant,2018-01-28 18:28:39
51,9,1,tenant,2017-04-04 15:14:42
51,2,31,guest,2017-09-27 08:13:54
51,2,31,guest,2017-07-20 09:01:09
51,10,31,guest,2017-09-27 08:08:54
51,10,31,guest,2017-07-20 09:05:09
51,5,31,owner,2017-09-27 08:07:54
51,5,31,owner,2017-07-20 08:59:09
51,2,42,resident,2017-05-13 08:25:50
51,2,42,resident,2017-06-23 02:37:33
51,2,42,resident,2017-10-05 22:02:52
51,2,42,resident,2017-08-19 10:13:33
51,7,42,resident,2017-05-13 08:24:50
51,7,42,resident,2017-06-23 02:38:33
51,7,42,resident,2017-10-05 22:03:52
51,7,42,resident,2017-08-19 10:09:33
51,4,42,resident,2017-05-13 08:26:50
51,4,42,resident,2017-06-23 02:42:33
51,4,42,resident,2017-10-05 22:09:52
51,4,42,resident,2017-08-19 10:08:33
51,2,2,guest,2017-08-27 09:52:50
51,2,2,guest,2018-02-14 02:15:46
51,6,2,resident,2017-08-27 09:54:50
51,6,2,resident,2018-02-14 02:10:46
51,5,2,owner,2017-08-27 09:52:50
51,5,2,owner,2018-02-14 02:11:46
51,4,2,guest,2017-08-27 09:49:50
51,4,2,guest,2018-02-14 02:16:46
51,2,84,owner,2018-01-09 01:37:52
51,3,84,resident,2018-01-09 01:42:52
51,6,84,resident,2018-01-09 01:45:52
51,4,84,owner,2018-01-09 01:43:52
51,2,11,resident,2018-04-01 16:39:52
51,2,11,resident,2017-10-10 19:37:57
51,2,11,resident,2018-03-20 08:57:21
51,10,11,resident,2018-04-01 16:40:52
51,10,11,resident,2017-10-10 19:43:57
51,10,11,resident,2018-03-20 08:54:21
51,6,11,tenant,2018-04-01 16:40:52
51,6,11,tenant,2017-10-10 19:46:57
51,6,11,tenant,2018-03-20 08:49:21
51,4,11,tenant,2018-04-01 16:42:52
51,4,11,tenant,2017-10-10 19:42:57
51,4,11,tenant,2018-03-20 08:50:21
51,9,11,guest,2018-04-01 16:44:52
51,9,11,guest,2017-10-10 19:44:57
51,9,11,guest,2018-03-20 08:50:21
51,2,17,tenant,2018-03-30 01:10:37
51,2,17,tenant,2018-03-07 22:44:10
51,2,17,tenant,2017-08-14 05:32:04
51,2,17,tenant,2017-11-24 02:35:01
51,5,17,guest,2018-03-30 01:18:37
51,5,17,guest,2018-03-07 22:36:10
51,5,17,guest,2017-08-14 05:36:04
51,5,17,guest,2017-11-24 02:39:01
51,9,17,resident,2018-03-30 01:16:37
51,9,17,resident,2018-03-07 22:38:10
51,9,17,resident,2017-08-14 05:28:04
51,9,17,resident,2017-11-24 02:43:01
51,2,32,resident,2017-07-03 18:23:44
51,2,32,resident,2017-12-31 17:58:47
51,2,32,resident,2017-09-07 17:05:59
51,3,32,owner,2017-07-03 18:18:44
51,3,32,owner,2017-12-31 18:00:47
51,3,32,owner,2017-09-07 17:09:59
51,1,32,tenant,2017-07-03 18:18:44
51,1,32,tenant,2017-12-31 17:57:47
51,1,32,tenant,2017-09-07 17:08:59
51,9,32,tenant,2017-07-03 18:17:44
51,9,32,tenant,2017-12-31 18:00:47
51,9,32,tenant,2017-09-07 17:11:59
51,2,90,resident,2018-03-17 22:00:52
51,5,90,guest,2018-03-17 22:02:52
51,9,90,resident,2018-03-17 22:02:52
51,2,13,tenant,2017-04-25 00:27:19
51,2,13,tenant,2018-03-24 01:41:18
51,2,13,tenant,2017-06-10 05:06:49
51,2,13,tenant,2017-12-20 05:49:17
51,2,13,tenant,2017-04-11 04:11:02
51,3,13,guest,2017-04-25 00:29:19
51,3,13,guest,2018-03-24 01:39:18
51,3,13,guest,2017-06-10 05:04:49
51,3,13,guest,2017-12-20 05:50:17
51,3,13,guest,2017-04-11 04:16:02
51,6,13,resident,2017-04-25 00:34:19
51,6,13,resident,2018-03-24 01:37:18
51,6,13,resident,2017-06-10 05:04:49
51,6,13,resident,2017-12-20 05:52:17
51,6,13,resident,2017-04-11 04:07:02
41,2,98,resident,2017-06-30 11:40:24
41,8,98,tenant,2017-06-30 11:44:24
41,6,98,resident,2017-06-30 11:39:24
41,2,54,tenant,2017-04-24 10:04:38
41,2,54,tenant,2017-09-25 14:07:17
41,2,54,tenant,2017-11-29 22:21:29
41,1,54,owner,2017-04-24 09:58:38
41,1,54,owner,2017-09-25 14:07:17
41,1,54,owner,2017-11-29 22:18:29
41,2,53,guest,2017-12-03 03:16:45
41,2,53,guest,2017-11-05 06:16:10
41,2,53,guest,2017-10-31 02:55:16
41,8,53,guest,2017-12-03 03:09:45
41,8,53,guest,2017-11-05 06:24:10
41,8,53,guest,2017-10-31 02:53:16
41,2,68,guest,2018-02-03 05:29:59
41,2,68,guest,2017-04-25 22:55:50
41,3,68,guest,2018-02-03 05:30:59
41,3,68,guest,2017-04-25 22:50:50
41,5,68,tenant,2018-02-03 05:28:59
41,5,68,tenant,2017-04-25 22:48:50
41,4,68,tenant,2018-02-03 05:34:59
41,4,68,tenant,2017-04-25 22:54:50
41,1,68,resident,2018-02-03 05:35:59
41,1,68,resident,2017-04-25 22:57:50
41,2,85,owner,2017-05-07 00:22:22
41,3,85,resident,2017-05-07 00:29:22
41,7,85,owner,2017-05-07 00:24:22
41,6,85,owner,2017-05-07 00:22:22
41,1,85,owner,2017-05-07 00:28:22
41,2,87,resident,2018-02-24 09:00:53
41,2,87,resident,2017-11-22 06:33:50
41,6,87,resident,2018-02-24 09:07:53
41,6,87,resident,2017-11-22 06:37:50
41,1,87,owner,2018-02-24 09:05:53
41,1,87,owner,2017-11-22 06:34:50
41,9,87,resident,2018-02-24 09:01:53
41,9,87,resident,2017-11-22 06:35:50
41,2,6,owner,2017-09-06 15:33:29
41,2,6,owner,2017-06-29 02:27:09
41,7,6,tenant,2017-09-06 15:38:29
41,7,6,tenant,2017-06-29 02:31:09
41,2,23,guest,2018-02-02 12:17:58
41,2,23,guest,2018-03-30 09:45:17
41,2,23,guest,2017-08-20 18:34:50
41,3,23,owner,2018-02-02 12:15:58
41,3,23,owner,2018-03-30 09:36:17
41,3,23,owner,2017-08-20 18:39:50
41,7,23,resident,2018-02-02 12:16:58
41,7,23,resident,2018-03-30 09:43:17
41,7,23,resident,2017-08-20 18:34:50
41,1,23,tenant,2018-02-02 12:19:58
41,1,23,tenant,2018-03-30 09:39:17
41,1,23,tenant,2017-08-20 18:39:50
41,2,31,guest,2017-04-05 11:38:24
41,5,31,owner,2017-04-05 11:45:24
41,2,42,resident,2017-04-28 08:14:48
41,2,42,resident,2018-03-06 04:10:36
41,2,42,resident,2017-07-29 19:08:18
41,2,42,resident,2018-04-05 01:37:02
41,7,42,resident,2017-04-28 08:13:48
41,7,42,resident,2018-03-06 04:02:36
41,7,42,resident,2017-07-29 19:07:18
41,7,42,resident,2018-04-05 01:32:02
41,4,42,resident,2017-04-28 08:13:48
41,4,42,resident,2018-03-06 04:08:36
41,4,42,resident,2017-07-29 19:08:18
41,4,42,resident,2018-04-05 01:37:02
41,2,84,owner,2018-02-13 04:50:35
41,2,84,owner,2017-11-07 18:26:37
41,8,84,tenant,2018-02-13 04:48:35
41,8,84,tenant,2017-11-07 18:24:37
41,3,84,resident,2018-02-13 04:49:35
41,3,84,resident,2017-11-07 18:27:37
41,6,84,resident,2018-02-13 04:48:35
41,6,84,resident,2017-11-07 18:32:37
41,4,84,owner,2018-02-13 04:52:35
41,4,84,owner,2017-11-07 18:32:37
41,2,11,resident,2017-10-01 16:47:53
41,2,11,resident,2017-05-16 20:18:56
41,2,11,resident,2017-05-08 10:07:02
41,2,11,resident,2017-11-18 18:23:28
41,6,11,tenant,2017-10-01 16:40:53
41,6,11,tenant,2017-05-16 20:15:56
41,6,11,tenant,2017-05-08 10:13:02
41,6,11,tenant,2017-11-18 18:20:28
41,4,11,tenant,2017-10-01 16:40:53
41,4,11,tenant,2017-05-16 20:14:56
41,4,11,tenant,2017-05-08 10:13:02
41,4,11,tenant,2017-11-18 18:15:28
41,9,11,guest,2017-10-01 16:38:53
41,9,11,guest,2017-05-16 20:17:56
41,9,11,guest,2017-05-08 10:13:02
41,9,11,guest,2017-11-18 18:18:28
41,2,47,resident,2017-10-17 01:32:17
41,4,47,guest,2017-10-17 01:25:17
41,2,17,tenant,2017-05-06 06:41:27
41,2,17,tenant,2018-04-05 13:33:06
41,5,17,guest,2017-05-06 06:43:27
41,5,17,guest,2018-04-05 13:25:06
41,9,17,resident,2017-05-06 06:43:27
41,9,17,resident,2018-04-05 13:28:06
41,2,32,resident,2017-07-27 09:06:37
41,2,32,resident,2017-11-17 14:46:28
41,2,32,resident,2017-06-24 22:26:59
41,8,32,tenant,2017-07-27 09:04:37
41,8,32,tenant,2017-11-17 14:47:28
41,8,32,tenant,2017-06-24 22:22:59
41,3,32,owner,2017-07-27 09:11:37
41,3,32,owner,2017-11-17 14:46:28
41,3,32,owner,2017-06-24 22:23:59
41,1,32,tenant,2017-07-27 09:05:37
41,1,32,tenant,2017-11-17 14:45:28
41,1,32,tenant,2017-06-24 22:20:59
41,9,32,tenant,2017-07-27 09:08:37
41,9,32,tenant,2017-11-17 14:44:28
41,9,32,tenant,2017-06-24 22:23:59
41,2,5,owner,2018-01-10 13:26:24
41,2,5,owner,2017-10-16 20:07:30
41,8,5,owner,2018-01-10 13:29:24
41,8,5,owner,2017-10-16 20:02:30
41,3,5,owner,2018-01-10 13:27:24
41,3,5,owner,2017-10-16 20:06:30
41,4,5,tenant,2018-01-10 13:32:24
41,4,5,tenant,2017-10-16 20:09:30
41,2,90,resident,2018-01-26 20:17:08
41,2,90,resident,2018-02-10 07:49:39
41,2,90,resident,2017-08-18 14:05:30
41,8,90,owner,2018-01-26 20:23:08
41,8,90,owner,2018-02-10 07:48:39
41,8,90,owner,2017-08-18 14:07:30
41,5,90,guest,2018-01-26 20:17:08
41,5,90,guest,2018-02-10 07:43:39
41,5,90,guest,2017-08-18 14:04:30
41,9,90,resident,2018-01-26 20:16:08
41,9,90,resident,2018-02-10 07:41:39
41,9,90,resident,2017-08-18 14:12:30
41,2,62,owner,2017-10-29 11:14:01
41,6,62,tenant,2017-10-29 11:21:01
41,2,13,tenant,2017-11-02 08:02:17
41,3,13,guest,2017-11-02 08:09:17
41,6,13,resident,2017-11-02 08:08:17
41,2,71,guest,2018-04-02 00:28:53
41,3,71,owner,2018-04-02 00:31:53
38,2,93,owner,2017-05-14 05:17:54
38,3,93,owner,2017-05-14 05:15:54
38,5,93,tenant,2017-05-14 05:22:54
38,2,78,resident,2017-04-04 16:18:30
38,2,78,resident,2017-05-04 18:28:33
38,2,78,resident,2018-03-19 15:29:29
38,2,56,guest,2017-08-03 21:39:42
38,2,56,guest,2017-07-11 23:56:05
38,7,56,resident,2017-08-03 21:40:42
38,7,56,resident,2017-07-11 23:47:05
38,2,98,resident,2017-07-31 18:47:44
38,2,98,resident,2017-04-16 14:27:16
38,2,53,guest,2017-11-19 23:29:23
38,2,68,guest,2017-12-15 05:03:22
38,2,68,guest,2018-02-15 13:05:47
38,3,68,guest,2017-12-15 05:04:22
38,3,68,guest,2018-02-15 13:03:47
38,5,68,tenant,2017-12-15 05:03:22
38,5,68,tenant,2018-02-15 13:01:47
38,1,68,resident,2017-12-15 05:05:22
38,1,68,resident,2018-02-15 13:05:47
38,2,87,resident,2018-01-27 16:39:49
38,1,87,owner,2018-01-27 16:40:49
38,9,87,resident,2018-01-27 16:32:49
38,2,6,owner,2017-09-18 02:57:08
38,2,6,owner,2017-07-13 10:22:34
38,2,6,owner,2017-12-17 20:01:07
38,2,6,owner,2017-10-25 04:44:15
38,2,6,owner,2017-11-29 18:25:56
38,7,6,tenant,2017-09-18 02:57:08
38,7,6,tenant,2017-07-13 10:23:34
38,7,6,tenant,2017-12-17 20:01:07
38,7,6,tenant,2017-10-25 04:42:15
38,7,6,tenant,2017-11-29 18:24:56
38,2,23,guest,2018-03-21 03:17:28
38,2,23,guest,2018-02-11 16:50:19
38,3,23,owner,2018-03-21 03:24:28
38,3,23,owner,2018-02-11 16:54:19
38,7,23,resident,2018-03-21 03:20:28
38,7,23,resident,2018-02-11 16:51:19
38,1,23,tenant,2018-03-21 03:21:28
38,1,23,tenant,2018-02-11 16:50:19
38,2,1,resident,2017-12-28 03:34:51
38,7,1,guest,2017-12-28 03:30:51
38,9,1,tenant,2017-12-28 03:32:51
38,2,2,guest,2017-09-24 19:32:53
38,2,2,guest,2017-11-10 02:19:58
38,2,2,guest,2017-05-05 21:12:00
38,2,2,guest,2018-03-15 08:42:04
38,5,2,owner,2017-09-24 19:30:53
38,5,2,owner,2017-11-10 02:22:58
38,5,2,owner,2017-05-05 21:10:00
38,5,2,owner,2018-03-15 08:41:04
38,2,84,owner,2017-11-07 14:37:49
38,2,84,owner,2017-12-19 23:06:18
38,2,84,owner,2017-10-13 23:44:28
38,2,84,owner,2018-03-21 17:20:05
38,3,84,resident,2017-11-07 14:35:49
38,3,84,resident,2017-12-19 23:09:18
38,3,84,resident,2017-10-13 23:39:28
38,3,84,resident,2018-03-21 17:15:05
38,2,11,resident,2018-02-15 02:26:20
38,2,11,resident,2017-08-02 00:49:31
38,9,11,guest,2018-02-15 02:27:20
38,9,11,guest,2017-08-02 00:44:31
38,2,47,resident,2017-12-23 02:42:09
38,2,47,resident,2017-09-29 23:37:47
38,2,17,tenant,2017-07-07 08:20:16
38,5,17,guest,2017-07-07 08:16:16
38,9,17,resident,2017-07-07 08:20:16
38,2,32,resident,2017-04-09 22:03:27
38,2,32,resident,2017-04-24 16:30:40
38,2,32,resident,2017-10-13 06:55:25
38,3,32,owner,2017-04-09 21:58:27
38,3,32,owner,2017-04-24 16:31:40
38,3,32,owner,2017-10-13 06:59:25
38,1,32,tenant,2017-04-09 21:59:27
38,1,32,tenant,2017-04-24 16:26:40
38,1,32,tenant,2017-10-13 06:58:25
38,9,32,tenant,2017-04-09 21:56:27
38,9,32,tenant,2017-04-24 16:27:40
38,9,32,tenant,2017-10-13 07:02:25
38,2,5,owner,2017-12-15 07:32:05
38,3,5,owner,2017-12-15 07:31:05
38,2,62,owner,2017-09-12 01:15:31
38,2,62,owner,2017-12-17 13:53:52
38,2,13,tenant,2017-05-20 18:02:34
38,2,13,tenant,2017-06-07 11:39:13
38,2,13,tenant,2018-02-20 13:28:38
38,2,13,tenant,2018-02-18 09:18:49
38,3,13,guest,2017-05-20 18:11:34
38,3,13,guest,2017-06-07 11:39:13
38,3,13,guest,2018-02-20 13:31:38
38,3,13,guest,2018-02-18 09:10:49
38,2,71,guest,2017-09-24 06:39:31
38,3,71,owner,2017-09-24 06:43:31
46,2,93,owner,2017-08-13 17:16:08
46,2,93,owner,2017-08-28 03:38:27
46,8,93,guest,2017-08-13 17:16:08
46,8,93,guest,2017-08-28 03:36:27
46,5,93,tenant,2017-08-13 17:09:08
46,5,93,tenant,2017-08-28 03:31:27
46,2,78,resident,2017-10-03 06:03:24
46,2,54,tenant,2018-02-06 16:53:43
46,2,54,tenant,2017-07-15 09:17:59
46,2,54,tenant,2017-08-01 06:11:18
46,1,54,owner,2018-02-06 16:53:43
46,1,54,owner,2017-07-15 09:12:59
46,1,54,owner,2017-08-01 06:13:18
46,2,53,guest,2018-01-09 08:51:23
46,2,53,guest,2017-08-21 12:33:25
46,8,53,guest,2018-01-09 08:51:23
46,8,53,guest,2017-08-21 12:30:25
46,2,85,owner,2017-07-08 11:49:19
46,1,85,owner,2017-07-08 11:50:19
46,2,87,resident,2017-04-24 04:57:32
46,1,87,owner,2017-04-24 04:57:32
46,9,87,resident,2017-04-24 04:50:32
46,2,23,guest,2017-12-30 07:23:08
46,2,23,guest,2018-03-17 18:44:24
46,1,23,tenant,2017-12-30 07:25:08
46,1,23,tenant,2018-03-17 18:42:24
46,2,1,resident,2017-05-27 16:07:07
46,2,1,resident,2017-07-09 04:15:03
46,9,1,tenant,2017-05-27 16:06:07
46,9,1,tenant,2017-07-09 04:19:03
46,2,31,guest,2017-11-27 23:33:49
46,2,31,guest,2017-09-09 19:00:28
46,2,31,guest,2017-12-01 17:58:23
46,5,31,owner,2017-11-27 23:34:49
46,5,31,owner,2017-09-09 18:57:28
46,5,31,owner,2017-12-01 18:00:23
46,2,42,resident,2017-12-28 10:56:34
46,2,42,resident,2017-07-21 01:41:27
46,4,42,resident,2017-12-28 10:52:34
46,4,42,resident,2017-07-21 01:36:27
46,2,2,guest,2017-04-14 07:23:48
46,5,2,owner,2017-04-14 07:26:48
46,4,2,guest,2017-04-14 07:25:48
46,2,11,resident,2018-03-15 05:46:43
46,2,11,resident,2017-08-02 08:41:15
46,2,11,resident,2018-01-07 16:55:37
46,4,11,tenant,2018-03-15 05:46:43
46,4,11,tenant,2017-08-02 08:43:15
46,4,11,tenant,2018-01-07 16:53:37
46,9,11,guest,2018-03-15 05:53:43
46,9,11,guest,2017-08-02 08:37:15
46,9,11,guest,2018-01-07 16:55:37
46,2,47,resident,2017-08-03 23:20:47
46,2,47,resident,2017-07-11 15:53:41
46,4,47,guest,2017-08-03 23:14:47
46,4,47,guest,2017-07-11 15:56:41
46,2,17,tenant,2018-02-27 15:32:10
46,2,17,tenant,2017-11-17 15:06:02
46,2,17,tenant,2017-11-23 20:00:41
46,2,17,tenant,2017-12-31 17:54:31
46,5,17,guest,2018-02-27 15:32:10
46,5,17,guest,2017-11-17 15:06:02
46,5,17,guest,2017-11-23 19:54:41
46,5,17,guest,2017-12-31 17:56:31
46,9,17,resident,2018-02-27 15:34:10
46,9,17,resident,2017-11-17 15:00:02
46,9,17,resident,2017-11-23 19:57:41
46,9,17,resident,2017-12-31 17:53:31
46,2,32,resident,2017-11-04 18:56:06
46,2,32,resident,2017-10-08 20:44:41
46,8,32,tenant,2017-11-04 18:56:06
46,8,32,tenant,2017-10-08 20:45:41
46,1,32,tenant,2017-11-04 19:00:06
46,1,32,tenant,2017-10-08 20:50:41
46,9,32,tenant,2017-11-04 19:04:06
46,9,32,tenant,2017-10-08 20:48:41
46,2,90,resident,2018-01-28 17:45:47
46,8,90,owner,2018-01-28 17:40:47
46,5,90,guest,2018-01-28 17:44:47
46,9,90,resident,2018-01-28 17:40:47
46,2,62,owner,2017-04-08 06:14:36
46,2,13,tenant,2017-10-04 02:24:32
46,2,13,tenant,2017-07-22 02:24:06
46,2,13,tenant,2017-12-02 23:36:37
46,2,71,guest,2017-07-11 08:47:37
88,2,93,owner,2017-09-23 05:32:32
88,8,93,guest,2017-09-23 05:37:32
88,10,93,owner,2017-09-23 05:39:32
88,3,93,owner,2017-09-23 05:38:32
88,5,93,tenant,2017-09-23 05:40:32
88,2,78,resident,2018-02-01 00:22:23
88,2,78,resident,2018-03-24 08:20:36
88,10,78,guest,2018-02-01 00:27:23
88,10,78,guest,2018-03-24 08:19:36
88,2,56,guest,2018-02-03 09:48:35
88,2,56,guest,2017-07-22 00:05:55
88,7,56,resident,2018-02-03 09:49:35
88,7,56,resident,2017-07-22 00:06:55
88,2,98,resident,2017-11-17 02:12:41
88,8,98,tenant,2017-11-17 02:13:41
88,10,98,owner,2017-11-17 02:07:41
88,2,54,tenant,2017-09-21 09:46:52
88,1,54,owner,2017-09-21 09:46:52
88,2,53,guest,2017-10-08 15:35:49
88,2,53,guest,2017-08-24 06:28:47
88,8,53,guest,2017-10-08 15:33:49
88,8,53,guest,2017-08-24 06:28:47
88,2,68,guest,2017-10-17 20:46:11
88,3,68,guest,2017-10-17 20:41:11
88,5,68,tenant,2017-10-17 20:39:11
88,1,68,resident,2017-10-17 20:48:11
88,2,85,owner,2017-08-02 21:40:43
88,2,85,owner,2017-10-13 21:26:50
88,3,85,resident,2017-08-02 21:37:43
88,3,85,resident,2017-10-13 21:31:50
88,7,85,owner,2017-08-02 21:38:43
88,7,85,owner,2017-10-13 21:31:50
88,1,85,owner,2017-08-02 21:36:43
88,1,85,owner,2017-10-13 21:26:50
88,2,23,guest,2017-05-22 04:42:43
88,2,23,guest,2017-08-31 04:17:03
88,3,23,owner,2017-05-22 04:41:43
88,3,23,owner,2017-08-31 04:14:03
88,7,23,resident,2017-05-22 04:48:43
88,7,23,resident,2017-08-31 04:17:03
88,1,23,tenant,2017-05-22 04:49:43
88,1,23,tenant,2017-08-31 04:18:03
88,2,1,resident,2017-08-27 14:31:38
88,7,1,guest,2017-08-27 14:34:38
88,2,31,guest,2017-07-02 06:15:19
88,2,31,guest,2018-04-09 11:58:34
88,10,31,guest,2017-07-02 06:16:19
88,10,31,guest,2018-04-09 11:55:34
88,5,31,owner,2017-07-02 06:16:19
88,5,31,owner,2018-04-09 11:57:34
88,2,42,resident,2017-06-20 09:13:42
88,7,42,resident,2017-06-20 09:09:42
88,2,2,guest,2017-08-08 17:50:49
88,2,2,guest,2017-11-01 07:14:24
88,5,2,owner,2017-08-08 17:46:49
88,5,2,owner,2017-11-01 07:09:24
88,2,11,resident,2017-04-07 02:07:57
88,2,11,resident,2018-01-24 22:01:02
88,2,11,resident,2017-07-07 17:59:54
88,10,11,resident,2017-04-07 02:08:57
88,10,11,resident,2018-01-24 21:57:02
88,10,11,resident,2017-07-07 17:53:54
88,2,17,tenant,2018-04-07 14:33:04
88,2,17,tenant,2017-11-25 17:42:47
88,2,17,tenant,2017-09-15 08:46:43
88,5,17,guest,2018-04-07 14:29:04
88,5,17,guest,2017-11-25 17:43:47
88,5,17,guest,2017-09-15 08:48:43
88,2,32,resident,2017-08-16 21:13:14
88,2,32,resident,2017-08-31 19:57:01
88,2,32,resident,2017-10-05 22:05:09
88,8,32,tenant,2017-08-16 21:12:14
