article_id,project_id,user_id,user_type,save_at,share_at,love_at,sad_at,angry_at
45,2,32,resident,2017-08-28 22:42:36,2017-10-07 12:33:49,2017-09-13 15:14:31,,
45,2,32,resident,,2017-09-02 04:56:41,2017-09-23 12:14:48,,
45,3,32,owner,2017-08-20 21:40:50,,2017-10-15 21:45:36,,
45,3,32,owner,,2018-02-13 20:20:25,,2018-01-07 02:57:24,
45,9,32,tenant,,,,,2017-09-07 16:42:11
45,9,32,tenant,2017-04-18 16:24:34,,,2017-11-22 01:17:29,
45,2,5,owner,,2017-04-17 04:11:43,2018-01-04 23:50:12,,
45,10,5,guest,2017-10-15 22:30:56,2017-06-17 18:58:31,,,2017-05-30 18:49:48
45,3,5,owner,2017-11-23 21:28:22,2017-08-10 05:43:58,,2017-11-01 06:49:56,
45,2,90,resident,,2018-01-19 01:49:37,,,2018-03-22 23:24:08
45,2,90,resident,,2018-02-11 13:12:42,2018-03-03 15:29:11,,
45,9,90,resident,,,,2017-12-22 03:44:17,
45,9,90,resident,2017-10-07 15:26:25,,,2018-01-31 02:47:08,
45,2,71,guest,2018-03-31 09:55:59,2017-12-18 07:55:21,2018-04-06 09:56:53,,
45,10,71,guest,2017-04-09 10:16:19,,2017-05-14 11:28:40,,
45,3,71,owner,2017-12-25 19:53:49,2017-12-23 15:38:30,,2017-12-17 13:33:38,
51,2,56,guest,,2017-06-30 23:23:31,,2017-08-31 18:40:26,
51,7,56,resident,2017-08-01 22:50:13,2017-11-29 02:47:52,,,2017-05-08 23:31:13
51,4,56,owner,2018-01-08 11:23:18,,,2017-08-24 15:14:24,
51,2,54,tenant,,,,,2017-08-23 18:53:30
51,1,54,owner,,,2017-08-21 23:34:50,,
51,2,53,guest,,,,,2017-09-10 10:09:58
51,2,68,guest,,,,2017-05-21 13:28:49,
51,2,68,guest,2018-01-04 02:28:54,,,2017-06-22 10:16:09,
51,3,68,guest,,,,,2017-12-03 02:25:56
51,3,68,guest,2017-10-29 18:09:29,2017-12-21 05:56:30,,2018-02-26 05:12:26,
51,5,68,tenant,2017-04-08 09:47:33,,2017-05-14 10:39:03,,
51,5,68,tenant,2017-11-23 21:00:08,2017-05-03 04:45:06,,,2017-11-22 20:19:56
51,4,68,tenant,,,,,2017-06-03 12:54:10
51,4,68,tenant,,,,,2017-04-13 19:07:16
51,1,68,resident,2017-05-21 16:46:30,2017-04-30 15:03:58,2017-08-04 17:07:59,,
51,1,68,resident,,2017-05-29 13:26:10,,2018-02-04 11:59:31,
51,2,6,owner,2018-01-13 09:59:43,2018-01-01 09:14:49,,2017-10-17 06:44:19,
51,2,6,owner,,2017-05-03 10:46:47,2017-12-16 01:47:46,,
51,7,6,tenant,,,,2017-05-09 01:19:44,
51,7,6,tenant,2017-04-26 13:45:20,2017-12-12 01:15:03,,2017-12-21 22:57:07,
51,2,23,guest,2017-08-25 16:36:47,2017-06-27 06:41:58,,2017-11-09 15:17:21,
51,2,23,guest,2018-02-26 20:44:44,2017-04-26 08:02:07,,,2017-10-23 05:58:05
51,3,23,owner,,2018-03-18 00:13:52,,2017-12-18 01:40:24,
51,3,23,owner,2017-09-08 03:11:29,,,2017-07-13 20:35:50,
51,7,23,resident,,,2017-07-28 21:36:20,,
51,7,23,resident,2017-05-31 10:00:32,2018-02-05 06:36:09,2017-09-05 06:09:48,,
51,1,23,tenant,2018-01-14 17:42:21,2017-12-30 20:29:59,,2018-01-04 16:20:33,
51,1,23,tenant,2017-06-21 17:16:24,2017-12-04 16:07:05,,,2017-11-26 07:17:40
51,2,1,resident,2017-12-26 05:06:02,,,2018-04-01 13:24:32,
51,2,1,resident,,,2018-04-03 23:18:21,,
51,7,1,guest,2017-08-29 06:41:06,2018-03-03 20:34:37,,2017-06-10 00:50:30,
51,7,1,guest,2018-01-12 12:39:01,2017-06-11 23:16:23,2018-02-25 07:46:14,,
51,9,1,tenant,2018-03-07 10:45:58,,,,2018-01-02 00:54:33
51,9,1,tenant,,,2017-09-10 15:03:52,,
51,2,31,guest,2017-04-23 16:06:31,,,2018-03-04 23:56:39,
51,10,31,guest,,,2017-07-22 07:19:56,,
51,5,31,owner,2017-09-23 19:28:28,,,2017-09-20 11:46:16,
51,2,2,guest,,2017-06-15 14:56:42,,,2017-10-14 15:08:52
51,2,2,guest,,2018-01-10 12:39:54,,,2017-04-27 06:10:01
51,6,2,resident,,2017-12-18 18:16:50,2017-11-09 22:44:04,,
51,6,2,resident,2017-08-13 06:20:12,,,2017-10-21 17:34:25,
51,5,2,owner,,2017-08-17 20:35:33,,,2017-12-11 03:02:59
51,5,2,owner,,2018-04-09 08:41:30,,,2018-01-29 04:56:56
51,4,2,guest,2017-06-03 11:07:27,,2017-06-16 10:27:20,,
51,4,2,guest,,2018-03-17 23:26:00,,2018-02-07 14:56:42,
51,2,84,owner,2017-08-06 03:48:48,2017-05-26 06:24:21,,2018-01-28 02:02:58,
51,3,84,resident,2017-11-16 13:11:29,2017-12-08 07:26:45,,,2017-07-09 16:17:33
51,6,84,resident,,,,2017-06-12 19:00:27,
51,4,84,owner,2018-04-10 09:40:58,,,,2017-11-21 11:24:18
51,2,11,resident,2017-07-30 16:21:13,2017-11-03 17:20:59,2018-01-15 22:37:05,,
51,2,11,resident,2017-10-26 18:48:37,2017-06-04 12:45:10,,,2018-01-13 15:00:45
51,10,11,resident,2018-03-11 10:50:51,,,,2017-05-06 16:31:30
51,10,11,resident,,2018-03-12 14:45:29,,,2017-12-03 13:53:02
51,6,11,tenant,,2017-06-13 18:26:29,2017-11-16 03:56:59,,
51,6,11,tenant,,,,2017-12-11 01:26:45,
51,4,11,tenant,,2018-02-14 22:08:58,,2018-04-09 05:15:09,
51,4,11,tenant,,,2017-09-28 17:36:36,,
51,9,11,guest,,,2018-01-18 17:54:49,,
51,9,11,guest,,2017-07-18 01:06:50,,,2017-09-04 06:53:47
51,2,17,tenant,2018-02-19 11:15:50,,,,2018-01-22 20:44:54
51,2,17,tenant,,2017-09-24 19:33:20,,2017-06-26 17:37:33,
51,5,17,guest,,2017-11-04 04:30:38,,2017-07-08 17:21:07,
51,5,17,guest,,,,2017-12-28 11:08:48,
51,9,17,resident,,,2017-09-27 19:05:37,,
51,9,17,resident,,,2017-11-10 11:57:41,,
51,2,32,resident,,2017-04-28 14:10:41,,2017-12-25 15:05:17,
51,2,32,resident,,,,2017-07-05 19:52:35,
51,3,32,owner,,,,,2017-05-12 17:52:55
51,3,32,owner,,2017-08-07 13:14:35,2017-11-24 14:13:00,,
51,1,32,tenant,,,2017-08-23 23:53:13,,
51,1,32,tenant,,,,2017-06-07 06:58:07,
51,9,32,tenant,2017-08-28 07:54:09,2017-06-01 19:14:28,2017-09-27 04:44:49,,
51,9,32,tenant,2018-03-22 08:24:57,,,,2018-04-05 03:18:16
51,2,13,tenant,2017-05-12 16:57:34,,,2017-11-21 20:09:07,
51,2,13,tenant,,,,2017-08-20 17:33:33,
51,2,13,tenant,,2017-09-20 18:35:00,,2017-06-23 15:55:27,
51,2,13,tenant,2018-02-19 06:28:34,2017-12-23 23:00:15,2017-10-19 13:05:29,,
51,3,13,guest,,2017-12-06 13:00:36,,2017-04-29 14:05:16,
51,3,13,guest,2017-07-24 00:37:29,,2017-05-08 17:31:19,,
51,3,13,guest,,,,,2017-07-29 16:38:50
51,3,13,guest,2017-06-17 00:15:29,,,,2018-03-24 02:24:55
51,6,13,resident,2018-02-10 04:15:34,,,2017-04-09 01:00:25,
51,6,13,resident,,,,,2018-02-28 03:09:09
51,6,13,resident,,2017-09-09 12:52:05,2017-05-12 01:09:05,,
51,6,13,resident,,2017-12-02 13:52:59,,,2018-02-19 10:08:54
41,2,98,resident,2017-06-25 08:21:41,,,,2018-02-16 03:03:16
41,8,98,tenant,2017-04-04 12:33:27,,2017-07-02 12:19:09,,
41,6,98,resident,2017-10-27 21:06:06,,,,2017-06-08 03:05:41
41,2,54,tenant,,2017-08-15 19:34:24,,2017-10-13 11:00:20,
41,1,54,owner,2017-09-15 16:24:36,2018-01-06 21:33:56,2017-07-24 20:33:10,,
41,2,68,guest,,,2018-02-09 12:08:37,,
41,2,68,guest,,,2017-06-03 20:25:53,,
41,3,68,guest,2017-12-14 08:41:11,,,2017-08-06 19:50:30,
41,3,68,guest,,,,2017-05-15 16:15:52,
41,5,68,tenant,2017-05-27 20:19:27,,,,2018-02-07 01:28:14
41,5,68,tenant,2017-09-14 15:48:10,,2017-06-11 23:47:27,,
41,4,68,tenant,,,2018-01-26 12:56:01,,
41,4,68,tenant,2018-02-21 13:41:05,,2017-08-27 13:35:55,,
41,1,68,resident,,2017-05-13 16:16:29,,2017-09-18 13:42:48,
41,1,68,resident,2017-04-11 01:58:09,2017-11-25 04:55:42,2017-12-16 12:13:12,,
41,2,87,resident,2018-03-21 20:43:35,,,2017-09-20 22:33:21,
41,2,87,resident,2017-05-28 01:35:37,2017-06-23 08:35:19,2018-01-29 16:38:42,,
41,6,87,resident,,,,,2017-11-20 04:53:23
41,6,87,resident,2017-09-10 10:07:15,2018-02-22 16:34:55,,2018-04-07 13:45:56,
41,1,87,owner,,,,,2017-08-12 05:18:03
41,1,87,owner,,,,,2017-06-22 03:54:40
41,9,87,resident,,2018-01-10 18:09:58,,2017-12-03 02:11:31,
41,9,87,resident,,,2018-02-18 05:14:02,,
41,2,6,owner,,,2017-04-26 16:52:53,,
41,7,6,tenant,,,,2017-11-02 12:25:24,
41,2,23,guest,,2017-07-20 02:53:05,2017-11-27 00:11:10,,
41,3,23,owner,2017-10-27 23:16:43,,2017-12-23 03:45:05,,
41,7,23,resident,2017-04-16 21:49:51,2018-04-06 16:28:00,2017-12-14 23:55:31,,
41,1,23,tenant,2017-06-09 17:01:44,2017-05-19 23:26:28,,,2018-04-08 14:04:13
41,2,31,guest,,,,2017-04-30 11:13:18,
41,5,31,owner,2017-11-29 20:59:25,,,,2018-03-12 08:51:35
41,2,42,resident,,2017-07-24 04:52:18,,,2017-08-07 18:40:59
41,7,42,resident,,,2017-08-19 13:54:16,,
41,4,42,resident,,,2018-03-11 18:48:07,,
41,2,84,owner,2017-10-18 07:24:18,2017-05-14 06:57:04,,,2017-09-06 06:17:06
41,2,84,owner,2017-09-29 23:24:10,2017-06-28 12:57:10,,,2018-02-07 10:39:11
41,2,84,owner,,,,,2017-12-11 07:37:00
41,8,84,tenant,2017-10-05 11:56:24,,,,2018-02-09 16:59:03
41,8,84,tenant,,,2017-06-23 21:47:14,,
41,8,84,tenant,2017-07-05 13:33:10,2017-12-09 18:04:00,,2018-02-03 14:44:50,
41,3,84,resident,,2018-02-01 12:20:59,,,2017-10-30 06:20:54
41,3,84,resident,2017-09-15 11:04:31,,2017-09-01 21:00:46,,
41,3,84,resident,,,2018-03-05 09:48:26,,
41,6,84,resident,,,,2017-11-26 08:03:39,
41,6,84,resident,2017-11-05 09:58:52,2018-03-25 23:19:50,2017-09-10 22:17:17,,
41,6,84,resident,,2018-01-03 06:29:27,,2018-02-04 10:12:31,
41,4,84,owner,,2017-11-01 23:42:26,,2017-12-04 06:15:02,
41,4,84,owner,,,2017-05-27 16:04:46,,
41,4,84,owner,2018-04-03 08:20:31,,,,2017-08-14 18:02:38
41,2,11,resident,2017-04-09 14:34:52,,,,2017-07-12 03:58:26
41,6,11,tenant,2017-12-04 22:04:49,,,2018-04-10 07:45:48,
41,4,11,tenant,,2017-10-24 17:42:57,,2018-02-03 13:53:58,
41,9,11,guest,,,2018-03-03 22:33:07,,
41,2,17,tenant,2017-07-15 23:38:06,2017-11-25 11:48:27,,,2017-07-31 10:04:40
41,2,17,tenant,,,2018-01-27 02:33:00,,
41,5,17,guest,2018-02-22 11:57:38,,,2018-01-13 22:18:21,
41,5,17,guest,,2017-08-23 04:39:18,2017-05-19 03:08:46,,
41,9,17,resident,,,,2017-04-05 09:19:55,
41,9,17,resident,,2017-05-24 04:05:50,2017-12-08 03:46:22,,
41,2,32,resident,2017-11-19 04:49:16,2017-07-10 21:06:59,2018-02-26 03:30:44,,
41,2,32,resident,2017-08-18 14:14:54,,2018-03-02 08:11:42,,
41,2,32,resident,2017-07-21 09:38:25,,,2017-07-15 14:21:40,
41,2,32,resident,,,,2018-01-24 13:53:14,
41,8,32,tenant,2017-09-18 20:04:15,2018-04-02 20:22:20,2018-03-18 12:52:52,,
41,8,32,tenant,,2018-02-25 16:35:34,,,2017-07-18 13:19:39
41,8,32,tenant,2018-01-18 10:00:28,,,2017-12-11 07:47:08,
41,8,32,tenant,,2017-09-15 07:25:08,,2017-11-29 09:46:15,
41,3,32,owner,,2018-03-05 11:23:55,2017-09-01 12:41:01,,
41,3,32,owner,2017-08-16 23:22:03,,,,2018-03-05 17:49:48
41,3,32,owner,2017-05-02 11:23:38,,2017-12-03 07:04:56,,
41,3,32,owner,,,,,2017-09-14 21:21:48
41,1,32,tenant,2018-04-05 10:41:55,2018-02-19 11:49:56,,,2017-06-11 23:18:19
41,1,32,tenant,2018-02-16 18:41:03,2018-04-07 19:44:28,,,2017-11-14 19:50:16
41,1,32,tenant,,,,,2017-04-25 07:48:14
41,1,32,tenant,2017-11-15 06:23:09,2017-06-27 16:43:11,,2018-02-14 23:48:19,
41,9,32,tenant,2017-07-11 10:55:20,,,2017-04-09 07:15:00,
41,9,32,tenant,2017-12-28 22:24:33,2017-10-25 17:18:44,,2017-11-02 10:51:28,
41,9,32,tenant,,,,,2017-05-05 17:25:31
41,9,32,tenant,,,,,2017-04-15 00:08:53
41,2,5,owner,2017-09-10 17:23:59,,,2018-02-04 03:33:22,
41,2,5,owner,2017-11-28 21:25:21,2018-01-02 15:07:33,2017-08-08 19:34:23,,
41,2,5,owner,,,,2017-12-14 11:35:31,
41,8,5,owner,2018-01-26 20:12:06,2017-07-29 19:51:37,,,2017-07-19 23:36:21
41,8,5,owner,,,,2017-06-08 00:34:36,
41,8,5,owner,2017-12-21 09:04:36,,,,2017-11-09 01:37:59
41,3,5,owner,,,2017-06-18 13:55:35,,
41,3,5,owner,2017-05-13 10:03:39,2017-05-07 23:11:31,2017-11-11 14:20:35,,
41,3,5,owner,,,,2017-10-25 09:47:41,
41,4,5,tenant,,2017-06-27 15:32:40,2017-08-23 14:50:42,,
41,4,5,tenant,,,,,2017-12-28 07:45:22
41,4,5,tenant,2017-10-18 20:46:23,2017-08-12 00:03:05,,2017-08-30 05:15:07,
41,2,90,resident,,2018-03-08 06:21:53,2017-04-22 18:39:59,,
41,2,90,resident,,,,,2018-01-06 21:20:51
41,8,90,owner,2017-10-24 20:50:23,,2017-08-07 02:15:32,,
41,8,90,owner,2017-08-04 06:22:34,,,,2018-01-07 04:06:32
41,5,90,guest,2017-07-20 20:02:36,2017-12-17 08:02:49,2017-04-08 05:55:15,,
41,5,90,guest,2017-11-18 02:10:07,2017-11-26 14:51:20,,2018-03-25 17:26:38,
41,9,90,resident,2018-01-06 16:45:38,2017-09-08 16:51:00,2018-02-02 00:41:13,,
41,9,90,resident,2017-11-17 04:17:27,,,,2018-01-12 21:45:00
41,2,71,guest,2017-06-04 21:52:32,2017-10-05 23:22:21,2017-08-03 19:49:26,,
41,3,71,owner,,,2017-09-03 00:55:40,,
38,2,93,owner,,,2017-04-28 04:31:16,,
38,3,93,owner,2018-03-13 09:16:05,2017-11-09 21:20:09,,,2017-04-06 13:57:05
38,5,93,tenant,2018-03-04 16:52:45,,2017-05-25 13:46:18,,
38,2,87,resident,,2017-12-18 04:44:30,,2017-06-14 18:43:45,
38,1,87,owner,2017-07-23 09:51:41,2018-01-22 18:20:19,,,2017-05-24 23:33:06
38,9,87,resident,,2017-12-18 13:35:14,,,2017-09-15 21:25:47
38,2,6,owner,,,,,2017-10-05 19:52:29
38,2,6,owner,2018-03-15 10:06:02,2018-02-16 07:08:17,2017-04-06 14:25:58,,
38,7,6,tenant,,2017-10-03 23:07:00,,2018-01-29 14:27:46,
38,7,6,tenant,,2017-05-21 23:36:35,2017-09-02 09:06:30,,
38,2,2,guest,2017-12-16 00:47:31,,2017-06-30 03:48:17,,
38,2,2,guest,2018-01-07 23:20:52,2017-10-21 14:32:34,2017-09-13 10:07:51,,
38,2,2,guest,,2017-08-19 08:11:11,,,2017-10-15 11:38:31
38,5,2,owner,,,2017-07-06 18:20:34,,
38,5,2,owner,,,2017-10-31 14:07:30,,
38,5,2,owner,2017-06-17 20:50:47,2018-01-28 23:16:37,,,2017-12-07 05:30:50
38,2,84,owner,,,,,2018-03-19 22:29:00
38,3,84,resident,,,2017-10-29 03:28:27,,
38,2,47,resident,2017-07-11 11:12:40,2017-10-11 10:21:12,,,2017-05-05 16:36:03
38,2,17,tenant,,2017-05-17 18:25:46,2017-07-31 17:22:47,,
38,5,17,guest,2018-03-11 16:14:59,2017-09-07 16:58:10,2017-07-07 18:55:17,,
38,9,17,resident,,2017-09-19 17:14:07,2017-07-15 09:31:02,,
38,2,5,owner,2017-08-11 20:34:03,,,2017-12-17 09:46:45,
38,2,5,owner,2017-11-03 03:56:17,,,,2017-04-30 05:21:16
38,3,5,owner,,2017-08-16 14:29:29,,2018-03-16 03:29:05,
38,3,5,owner,,2018-03-06 08:25:12,,,2018-04-05 12:33:14
46,2,93,owner,2017-12-27 22:13:55,2017-08-02 22:13:53,,,2017-10-01 12:49:41
46,2,93,owner,2018-02-07 04:23:31,,2017-10-14 13:24:44,,
46,8,93,guest,2018-03-26 10:43:35,2017-11-01 20:31:04,,,2018-01-28 19:13:10
46,8,93,guest,,,2017-12-29 20:30:06,,
46,5,93,tenant,,,,,2017-06-24 03:28:58
46,5,93,tenant,,,,2018-01-12 06:24:43,
46,2,53,guest,2018-01-13 09:12:06,2017-04-28 12:01:37,,,2017-05-24 10:11:02
46,8,53,guest,,,,2018-01-26 11:14:35,
46,2,23,guest,,,,2017-11-15 18:18:31,
46,2,23,guest,2017-05-18 02:22:45,,,2017-06-28 10:05:35,
46,1,23,tenant,,,,,2018-01-11 20:55:33
46,1,23,tenant,,2017-08-14 21:06:29,,2017-06-30 11:37:35,
46,2,31,guest,2017-08-09 22:22:38,2018-03-24 16:04:02,,2017-08-20 21:03:04,
46,5,31,owner,2017-08-16 05:50:25,,,,2017-10-13 00:58:54
46,2,11,resident,2017-12-23 01:23:01,2017-10-14 05:40:49,,2017-10-22 08:32:36,
46,2,11,resident,,2018-01-09 13:05:54,,2017-09-24 01:46:00,
46,2,11,resident,2017-10-09 22:18:09,,,,2017-07-19 08:57:29
46,4,11,tenant,,,2017-12-08 16:14:46,,
46,4,11,tenant,,,2017-09-08 13:00:17,,
46,4,11,tenant,2017-09-12 18:44:01,,,2017-09-23 15:26:52,
46,9,11,guest,2018-02-16 02:05:24,2018-01-03 00:57:03,,,2018-02-22 17:35:58
46,9,11,guest,2017-11-28 12:07:23,2017-08-10 22:37:47,,,2018-01-04 02:07:42
46,9,11,guest,2017-09-07 20:14:27,,,2017-09-28 19:37:59,
46,2,47,resident,2017-08-16 18:26:12,,,,2017-11-08 15:59:45
46,4,47,guest,,2017-11-25 00:12:24,,,2017-09-12 01:04:53
46,2,17,tenant,,,2018-04-07 14:17:33,,
46,2,17,tenant,2017-07-01 12:09:40,,,,2017-09-27 11:35:48
46,2,17,tenant,,2017-12-16 21:28:12,,,2017-05-04 19:04:30
46,5,17,guest,,,,,2017-10-16 19:17:06
46,5,17,guest,2018-01-28 09:34:34,,,2017-05-24 23:41:05,
46,5,17,guest,2017-07-04 07:40:03,2017-07-14 20:11:46,,,2017-08-30 00:28:22
46,9,17,resident,2017-08-09 07:02:28,,,2017-12-31 06:56:18,
46,9,17,resident,,,2017-08-31 08:34:26,,
46,9,17,resident,2017-10-13 21:33:38,,2018-01-15 10:35:58,,
46,2,32,resident,,2017-06-14 17:42:20,,,2018-04-09 06:03:22
46,2,32,resident,2017-07-15 15:50:28,,,2017-05-08 12:47:01,
46,8,32,tenant,2017-07-30 14:49:27,,,,2017-04-18 22:10:04
46,8,32,tenant,,2017-06-27 07:48:08,2017-04-06 20:24:21,,
46,1,32,tenant,2017-12-15 16:47:38,,2018-02-22 10:48:11,,
46,1,32,tenant,2017-05-13 15:07:05,,,,2017-09-29 00:43:56
46,9,32,tenant,2018-04-05 21:36:58,2017-07-22 20:50:07,,,2017-10-27 01:39:15
46,9,32,tenant,,,2017-08-13 18:37:18,,
88,2,78,resident,,2017-09-17 09:09:26,2017-08-08 18:54:00,,
88,2,78,resident,2017-09-30 09:45:20,,,2018-01-11 02:49:18,
88,10,78,guest,2017-12-02 17:43:21,2018-03-23 14:22:47,2017-12-16 20:54:44,,
88,10,78,guest,2017-07-24 02:42:58,2017-12-10 14:36:41,,,2017-09-12 11:34:12
88,2,56,guest,,,,,2018-01-10 09:42:03
88,7,56,resident,2017-05-14 23:47:23,2017-07-08 10:15:08,,,2017-10-11 11:20:40
88,2,53,guest,2017-07-08 18:24:53,2018-01-30 07:34:58,,2017-11-27 14:09:10,
88,8,53,guest,,2017-06-21 12:55:28,2017-11-03 21:18:47,,
88,2,68,guest,,2018-03-31 06:34:53,,2017-08-15 15:28:24,
88,3,68,guest,2017-08-08 06:18:29,2017-04-23 02:11:03,,2017-05-11 20:48:45,
88,5,68,tenant,,2018-03-08 07:40:30,,2017-11-24 02:05:52,
88,1,68,resident,2017-08-26 04:30:24,2018-03-11 08:55:31,,2017-07-20 19:05:05,
88,2,85,owner,2018-03-21 12:22:12,,,2017-09-14 15:55:14,
88,2,85,owner,,2017-12-24 00:30:13,,2017-10-30 18:30:55,
88,3,85,resident,2017-05-21 02:11:20,2018-01-15 11:09:56,,,2017-12-07 02:44:39
88,3,85,resident,2017-09-07 22:55:26,2017-11-03 00:46:04,,,2017-11-03 02:40:40
88,7,85,owner,,,,,2017-12-28 13:17:56
88,7,85,owner,,,,2017-10-06 14:30:01,
88,1,85,owner,2017-06-05 08:19:17,,,,2017-09-22 12:33:18
88,1,85,owner,2018-03-07 11:07:26,,2017-08-29 12:25:30,,
88,2,2,guest,2017-12-21 04:59:09,2018-04-01 12:04:43,2018-04-02 17:30:45,,
88,5,2,owner,2018-01-04 03:11:00,2017-08-21 01:28:10,,2017-12-03 02:46:19,
88,2,11,resident,2017-05-29 05:13:11,,,,2018-01-16 06:25:35
88,10,11,resident,2017-09-05 16:51:08,2018-04-02 17:58:39,,2018-02-20 09:33:34,
88,2,62,owner,2018-01-14 10:19:43,,2017-10-23 09:09:39,,
88,10,62,guest,2018-04-02 09:15:54,2017-09-02 11:11:01,2017-09-21 06:49:38,,
54,2,93,owner,,2017-05-26 19:31:31,2018-04-04 18:21:35,,
54,8,93,guest,,2017-07-31 09:04:36,,,2017-08-25 00:12:21
54,10,93,owner,,2018-02-20 00:54:54,,2017-05-08 10:33:35,
54,5,93,tenant,,,,,2018-04-01 09:48:39
54,2,78,resident,,,,,2017-11-04 22:36:03
54,10,78,guest,2017-07-16 09:00:42,,,,2017-09-14 20:19:10
54,2,98,resident,2017-06-01 02:53:52,2018-01-21 06:22:01,,,2018-02-15 21:40:56
54,2,98,resident,2017-07-18 17:05:34,,,2017-12-11 10:06:43,
54,8,98,tenant,2018-02-28 17:28:27,,,,2017-06-24 06:38:58
54,8,98,tenant,,2017-08-07 18:34:36,,2018-03-03 19:55:00,
54,10,98,owner,,2018-02-20 16:00:18,,2017-08-15 16:53:25,
54,10,98,owner,,,,2017-11-05 21:27:06,
54,2,68,guest,,,,2017-07-21 13:47:19,
54,5,68,tenant,,,,2018-02-08 10:12:56,
54,4,68,tenant,2018-02-21 04:24:30,2017-07-11 16:20:52,,,2018-01-13 00:40:08
54,1,68,resident,2018-01-26 21:49:49,,2018-01-12 20:11:11,,
54,2,6,owner,,,,,2017-08-18 07:29:21
54,2,6,owner,2017-11-16 10:10:31,,2017-08-17 21:19:35,,
54,7,6,tenant,2018-01-27 03:33:04,,,2017-08-01 12:59:36,
54,7,6,tenant,2017-09-13 14:00:51,,,,2018-03-14 07:39:39
54,2,31,guest,,2017-08-24 10:41:24,,,2017-10-29 05:35:42
54,10,31,guest,,2018-03-24 18:18:13,,,2017-09-27 22:23:50
54,5,31,owner,2018-01-14 14:54:51,,,2017-05-14 23:34:02,
54,2,42,resident,2017-04-30 16:12:46,,,2018-01-27 20:15:14,
54,7,42,resident,,2017-07-08 16:08:54,,,2017-11-05 10:48:26
54,4,42,resident,2017-08-30 10:09:31,,,,2017-10-16 08:17:04
54,2,47,resident,,,2017-10-27 19:35:54,,
54,4,47,guest,,2017-06-28 04:01:44,2018-03-15 05:45:33,,
54,2,5,owner,2018-02-12 18:03:53,2017-09-30 14:39:08,,2017-06-30 13:38:29,
54,8,5,owner,2017-06-13 12:10:20,,2017-04-09 08:31:38,,
54,10,5,guest,2017-07-04 04:52:23,2018-03-25 10:00:36,2017-12-28 06:44:53,,
54,4,5,tenant,2017-12-07 23:57:50,2018-03-15 20:12:42,,,2017-06-23 20:41:05
54,2,90,resident,,,,,2018-01-03 03:44:22
54,8,90,owner,,,,,2018-01-02 05:35:48
54,5,90,guest,,,2017-05-05 14:16:24,,
54,2,62,owner,,,,,2017-05-15 02:32:53
54,10,62,guest,,2018-01-09 10:21:11,,2017-09-22 11:37:55,
54,2,13,tenant,2018-01-20 23:57:53,2017-08-14 14:04:58,,2018-02-10 09:47:35,
30,2,93,owner,,2017-05-19 23:25:32,,2018-01-19 23:26:33,
30,2,93,owner,2017-11-13 08:35:11,2018-03-23 11:09:18,2017-05-05 23:57:41,,
30,10,93,owner,,2017-07-04 11:51:40,,2017-05-06 06:10:27,
30,10,93,owner,,2018-04-08 18:34:19,,2017-09-26 16:22:41,
30,5,93,tenant,2017-06-18 14:20:24,,2017-05-02 22:29:08,,
30,5,93,tenant,2017-05-05 07:45:34,2018-01-09 04:43:29,2017-04-22 17:59:42,,
