article_id,project_id,user_id,user_type,seen_at
41,2,1,resident,2018-04-06 23:24:12
41,7,1,guest,2018-04-06 23:24:12
41,9,1,tenant,2018-04-06 23:24:12
41,2,31,guest,2017-04-05 11:36:24
41,5,31,owner,2017-04-05 11:36:24
41,2,42,resident,2018-01-18 03:38:50
41,7,42,resident,2018-01-18 03:38:50
41,4,42,resident,2018-01-18 03:38:50
41,2,2,guest,2017-09-13 07:35:27
41,6,2,resident,2017-09-13 07:35:27
41,5,2,owner,2017-09-13 07:35:27
41,4,2,guest,2017-09-13 07:35:27
41,2,84,owner,2018-01-01 06:32:24
41,8,84,tenant,2018-01-01 06:32:24
41,3,84,resident,2018-01-01 06:32:24
41,6,84,resident,2018-01-01 06:32:24
41,4,84,owner,2018-01-01 06:32:24
41,2,11,resident,2017-10-01 16:37:53
41,6,11,tenant,2017-10-01 16:37:53
41,4,11,tenant,2017-10-01 16:37:53
41,9,11,guest,2017-10-01 16:37:53
41,2,47,resident,2018-03-19 23:50:40
41,4,47,guest,2018-03-19 23:50:40
41,2,17,tenant,2017-11-07 10:36:42
41,5,17,guest,2017-11-07 10:36:42
41,9,17,resident,2017-11-07 10:36:42
41,2,32,resident,2017-11-17 14:43:28
41,8,32,tenant,2017-11-17 14:43:28
41,3,32,owner,2017-11-17 14:43:28
41,1,32,tenant,2017-11-17 14:43:28
41,9,32,tenant,2017-11-17 14:43:28
41,2,5,owner,2017-10-16 20:00:30
41,8,5,owner,2017-10-16 20:00:30
41,3,5,owner,2017-10-16 20:00:30
41,4,5,tenant,2017-10-16 20:00:30
41,2,90,resident,2017-08-18 14:02:30
41,8,90,owner,2017-08-18 14:02:30
41,5,90,guest,2017-08-18 14:02:30
41,9,90,resident,2017-08-18 14:02:30
41,2,62,owner,2017-06-28 05:36:51
41,6,62,tenant,2017-06-28 05:36:51
41,2,13,tenant,2017-10-12 20:22:20
41,3,13,guest,2017-10-12 20:22:20
41,6,13,resident,2017-10-12 20:22:20
41,2,71,guest,2017-08-12 09:04:06
41,3,71,owner,2017-08-12 09:04:06
38,2,93,owner,2017-08-22 15:28:59
38,3,93,owner,2017-08-22 15:28:59
38,5,93,tenant,2017-08-22 15:28:59
38,2,78,resident,2017-05-04 18:25:33
38,2,56,guest,2017-06-26 07:46:46
38,7,56,resident,2017-06-26 07:46:46
38,2,98,resident,2017-07-31 18:38:44
38,2,54,tenant,2018-03-05 23:07:37
38,1,54,owner,2018-03-05 23:07:37
38,2,53,guest,2017-11-19 23:23:23
38,2,68,guest,2017-12-15 05:00:22
38,3,68,guest,2017-12-15 05:00:22
38,5,68,tenant,2017-12-15 05:00:22
38,1,68,resident,2017-12-15 05:00:22
38,2,85,owner,2017-07-27 10:12:03
38,3,85,resident,2017-07-27 10:12:03
38,7,85,owner,2017-07-27 10:12:03
38,1,85,owner,2017-07-27 10:12:03
38,2,87,resident,2018-01-27 16:30:49
38,1,87,owner,2018-01-27 16:30:49
38,9,87,resident,2018-01-27 16:30:49
38,2,6,owner,2017-07-13 10:18:34
38,7,6,tenant,2017-07-13 10:18:34
38,2,23,guest,2018-03-21 03:14:28
38,3,23,owner,2018-03-21 03:14:28
38,7,23,resident,2018-03-21 03:14:28
38,1,23,tenant,2018-03-21 03:14:28
38,2,1,resident,2017-11-11 14:30:55
38,7,1,guest,2017-11-11 14:30:55
38,9,1,tenant,2017-11-11 14:30:55
38,2,31,guest,2018-02-26 09:50:58
38,5,31,owner,2018-02-26 09:50:58
38,2,2,guest,2017-05-05 21:02:00
38,5,2,owner,2017-05-05 21:02:00
38,2,84,owner,2017-08-24 01:39:02
38,3,84,resident,2017-08-24 01:39:02
38,2,11,resident,2017-08-23 23:46:21
38,9,11,guest,2017-08-23 23:46:21
38,2,47,resident,2017-07-26 07:07:05
38,2,17,tenant,2017-11-14 00:03:31
38,5,17,guest,2017-11-14 00:03:31
38,9,17,resident,2017-11-14 00:03:31
38,2,32,resident,2017-04-09 21:55:27
38,3,32,owner,2017-04-09 21:55:27
38,1,32,tenant,2017-04-09 21:55:27
38,9,32,tenant,2017-04-09 21:55:27
38,2,5,owner,2017-10-01 15:33:38
38,3,5,owner,2017-10-01 15:33:38
38,2,90,resident,2017-11-22 03:00:29
38,5,90,guest,2017-11-22 03:00:29
38,9,90,resident,2017-11-22 03:00:29
38,2,62,owner,2017-09-12 01:14:31
38,2,13,tenant,2017-06-07 11:29:13
38,3,13,guest,2017-06-07 11:29:13
38,2,71,guest,2017-09-24 06:38:31
38,3,71,owner,2017-09-24 06:38:31
46,2,93,owner,2017-08-13 17:07:08
46,8,93,guest,2017-08-13 17:07:08
46,5,93,tenant,2017-08-13 17:07:08
46,2,78,resident,2017-10-03 06:01:24
46,2,56,guest,2017-10-04 12:53:51
46,4,56,owner,2017-10-04 12:53:51
46,2,98,resident,2017-04-12 21:05:44
46,8,98,tenant,2017-04-12 21:05:44
46,2,54,tenant,2018-02-06 16:51:43
46,1,54,owner,2018-02-06 16:51:43
46,2,53,guest,2017-08-21 12:23:25
46,8,53,guest,2017-08-21 12:23:25
46,2,68,guest,2017-07-13 16:54:48
46,5,68,tenant,2017-07-13 16:54:48
46,4,68,tenant,2017-07-13 16:54:48
46,1,68,resident,2017-07-13 16:54:48
46,2,85,owner,2017-07-01 10:40:37
46,1,85,owner,2017-07-01 10:40:37
46,2,87,resident,2017-04-24 04:48:32
46,1,87,owner,2017-04-24 04:48:32
46,9,87,resident,2017-04-24 04:48:32
46,2,6,owner,2017-07-16 01:05:32
46,2,23,guest,2018-03-17 18:35:24
46,1,23,tenant,2018-03-17 18:35:24
46,2,1,resident,2017-07-09 04:10:03
46,9,1,tenant,2017-07-09 04:10:03
46,2,31,guest,2017-12-01 17:55:23
46,5,31,owner,2017-12-01 17:55:23
46,2,42,resident,2017-12-28 10:46:34
46,4,42,resident,2017-12-28 10:46:34
46,2,2,guest,2017-04-14 07:20:48
46,5,2,owner,2017-04-14 07:20:48
46,4,2,guest,2017-04-14 07:20:48
46,2,84,owner,2018-03-30 01:26:53
46,8,84,tenant,2018-03-30 01:26:53
46,4,84,owner,2018-03-30 01:26:53
46,2,11,resident,2017-05-02 11:32:20
46,4,11,tenant,2017-05-02 11:32:20
46,9,11,guest,2017-05-02 11:32:20
46,2,47,resident,2017-07-11 15:49:41
46,4,47,guest,2017-07-11 15:49:41
46,2,17,tenant,2017-11-17 14:56:02
46,5,17,guest,2017-11-17 14:56:02
46,9,17,resident,2017-11-17 14:56:02
46,2,32,resident,2017-11-04 18:54:06
46,8,32,tenant,2017-11-04 18:54:06
46,1,32,tenant,2017-11-04 18:54:06
46,9,32,tenant,2017-11-04 18:54:06
46,2,5,owner,2017-10-17 18:01:43
46,8,5,owner,2017-10-17 18:01:43
46,4,5,tenant,2017-10-17 18:01:43
46,2,90,resident,2017-09-13 19:22:30
46,8,90,owner,2017-09-13 19:22:30
46,5,90,guest,2017-09-13 19:22:30
46,9,90,resident,2017-09-13 19:22:30
46,2,62,owner,2017-06-29 02:45:09
46,2,13,tenant,2017-12-02 23:32:37
46,2,71,guest,2017-07-11 08:37:37
88,2,93,owner,2017-12-21 20:50:11
88,8,93,guest,2017-12-21 20:50:11
88,10,93,owner,2017-12-21 20:50:11
88,3,93,owner,2017-12-21 20:50:11
88,5,93,tenant,2017-12-21 20:50:11
88,2,78,resident,2018-02-01 00:20:23
88,10,78,guest,2018-02-01 00:20:23
88,2,56,guest,2017-07-22 00:04:55
88,7,56,resident,2017-07-22 00:04:55
88,2,98,resident,2017-04-04 23:04:33
88,8,98,tenant,2017-04-04 23:04:33
88,10,98,owner,2017-04-04 23:04:33
88,2,54,tenant,2018-02-27 23:34:20
88,1,54,owner,2018-02-27 23:34:20
88,2,53,guest,2017-08-16 19:19:45
88,8,53,guest,2017-08-16 19:19:45
88,2,68,guest,2017-10-17 20:38:11
88,3,68,guest,2017-10-17 20:38:11
88,5,68,tenant,2017-10-17 20:38:11
88,1,68,resident,2017-10-17 20:38:11
88,2,85,owner,2017-08-02 21:31:43
88,3,85,resident,2017-08-02 21:31:43
88,7,85,owner,2017-08-02 21:31:43
88,1,85,owner,2017-08-02 21:31:43
88,2,87,resident,2017-10-12 05:13:38
88,1,87,owner,2017-10-12 05:13:38
88,2,6,owner,2017-06-10 05:47:04
88,7,6,tenant,2017-06-10 05:47:04
88,2,23,guest,2017-12-09 09:48:56
88,3,23,owner,2017-12-09 09:48:56
88,7,23,resident,2017-12-09 09:48:56
88,1,23,tenant,2017-12-09 09:48:56
88,2,1,resident,2018-01-01 21:04:39
88,7,1,guest,2018-01-01 21:04:39
88,2,31,guest,2018-04-06 14:54:00
88,10,31,guest,2018-04-06 14:54:00
88,5,31,owner,2018-04-06 14:54:00
88,2,42,resident,2017-12-10 18:04:54
88,7,42,resident,2017-12-10 18:04:54
88,2,2,guest,2017-12-24 05:09:42
88,5,2,owner,2017-12-24 05:09:42
88,2,11,resident,2017-04-07 02:06:57
88,10,11,resident,2017-04-07 02:06:57
88,2,47,resident,2018-03-11 21:21:50
88,2,17,tenant,2018-04-07 14:27:04
88,5,17,guest,2018-04-07 14:27:04
88,2,32,resident,2017-10-13 20:00:34
88,8,32,tenant,2017-10-13 20:00:34
88,3,32,owner,2017-10-13 20:00:34
88,1,32,tenant,2017-10-13 20:00:34
88,2,5,owner,2017-06-05 23:50:46
88,8,5,owner,2017-06-05 23:50:46
88,10,5,guest,2017-06-05 23:50:46
88,3,5,owner,2017-06-05 23:50:46
88,2,90,resident,2017-05-31 05:22:39
88,8,90,owner,2017-05-31 05:22:39
88,5,90,guest,2017-05-31 05:22:39
88,2,62,owner,2017-11-09 09:45:03
88,10,62,guest,2017-11-09 09:45:03
88,2,13,tenant,2018-02-06 13:50:35
88,3,13,guest,2018-02-06 13:50:35
54,2,93,owner,2018-03-16 18:08:48
54,8,93,guest,2018-03-16 18:08:48
54,10,93,owner,2018-03-16 18:08:48
54,5,93,tenant,2018-03-16 18:08:48
54,2,78,resident,2017-07-27 18:49:11
54,10,78,guest,2017-07-27 18:49:11
54,2,56,guest,2018-03-30 12:10:00
54,7,56,resident,2018-03-30 12:10:00
54,4,56,owner,2018-03-30 12:10:00
54,2,98,resident,2017-09-07 00:29:16
54,8,98,tenant,2017-09-07 00:29:16
54,10,98,owner,2017-09-07 00:29:16
54,2,54,tenant,2017-05-24 21:37:28
54,1,54,owner,2017-05-24 21:37:28
54,2,53,guest,2017-04-11 20:38:52
54,8,53,guest,2017-04-11 20:38:52
54,2,68,guest,2017-08-22 19:13:40
54,5,68,tenant,2017-08-22 19:13:40
54,4,68,tenant,2017-08-22 19:13:40
54,1,68,resident,2017-08-22 19:13:40
54,2,85,owner,2017-12-02 10:14:33
54,7,85,owner,2017-12-02 10:14:33
54,1,85,owner,2017-12-02 10:14:33
54,2,87,resident,2017-09-13 08:57:07
54,1,87,owner,2017-09-13 08:57:07
54,2,6,owner,2017-04-22 02:31:07
54,7,6,tenant,2017-04-22 02:31:07
54,2,23,guest,2018-04-04 07:40:30
54,7,23,resident,2018-04-04 07:40:30
54,1,23,tenant,2018-04-04 07:40:30
54,2,1,resident,2018-04-02 10:26:47
54,7,1,guest,2018-04-02 10:26:47
54,2,31,guest,2017-12-04 21:27:56
54,10,31,guest,2017-12-04 21:27:56
54,5,31,owner,2017-12-04 21:27:56
54,2,42,resident,2018-01-15 08:44:39
54,7,42,resident,2018-01-15 08:44:39
54,4,42,resident,2018-01-15 08:44:39
54,2,2,guest,2018-04-01 01:54:55
54,5,2,owner,2018-04-01 01:54:55
54,4,2,guest,2018-04-01 01:54:55
54,2,84,owner,2017-06-14 02:56:46
54,8,84,tenant,2017-06-14 02:56:46
54,4,84,owner,2017-06-14 02:56:46
54,2,11,resident,2018-02-09 11:58:31
54,10,11,resident,2018-02-09 11:58:31
54,4,11,tenant,2018-02-09 11:58:31
54,2,47,resident,2017-06-14 09:16:45
54,4,47,guest,2017-06-14 09:16:45
54,2,17,tenant,2018-01-23 21:39:13
54,5,17,guest,2018-01-23 21:39:13
54,2,32,resident,2017-06-25 06:22:55
54,8,32,tenant,2017-06-25 06:22:55
54,1,32,tenant,2017-06-25 06:22:55
54,2,5,owner,2018-03-06 00:18:54
54,8,5,owner,2018-03-06 00:18:54
54,10,5,guest,2018-03-06 00:18:54
54,4,5,tenant,2018-03-06 00:18:54
54,2,90,resident,2017-10-13 23:16:05
54,8,90,owner,2017-10-13 23:16:05
54,5,90,guest,2017-10-13 23:16:05
54,2,62,owner,2017-06-02 19:07:24
54,10,62,guest,2017-06-02 19:07:24
54,2,13,tenant,2018-02-07 14:35:35
54,2,71,guest,2017-07-25 18:20:26
54,10,71,guest,2017-07-25 18:20:26
30,2,93,owner,2018-02-23 23:35:20
30,10,93,owner,2018-02-23 23:35:20
30,5,93,tenant,2018-02-23 23:35:20
30,2,78,resident,2017-07-27 05:32:34
30,10,78,guest,2017-07-27 05:32:34
30,2,56,guest,2018-01-29 11:45:15
30,7,56,resident,2018-01-29 11:45:15
30,2,98,resident,2018-03-01 22:26:10
30,10,98,owner,2018-03-01 22:26:10
30,2,54,tenant,2017-05-09 16:24:51
30,1,54,owner,2017-05-09 16:24:51
30,2,53,guest,2017-12-12 12:32:13
30,2,68,guest,2017-12-05 23:52:41
30,5,68,tenant,2017-12-05 23:52:41
30,1,68,resident,2017-12-05 23:52:41
30,2,85,owner,2017-08-15 21:14:44
30,7,85,owner,2017-08-15 21:14:44
30,1,85,owner,2017-08-15 21:14:44
30,2,87,resident,2017-06-25 08:17:24
30,1,87,owner,2017-06-25 08:17:24
30,9,87,resident,2017-06-25 08:17:24
30,2,6,owner,2017-09-11 12:02:33
30,7,6,tenant,2017-09-11 12:02:33
30,2,23,guest,2017-12-25 20:05:44
30,7,23,resident,2017-12-25 20:05:44
30,1,23,tenant,2017-12-25 20:05:44
30,2,1,resident,2017-12-05 09:21:46
30,7,1,guest,2017-12-05 09:21:46
30,9,1,tenant,2017-12-05 09:21:46
30,2,31,guest,2017-05-11 04:08:51
30,10,31,guest,2017-05-11 04:08:51
30,5,31,owner,2017-05-11 04:08:51
30,2,42,resident,2017-08-07 00:22:13
30,7,42,resident,2017-08-07 00:22:13
30,2,2,guest,2017-04-07 08:35:34
30,5,2,owner,2017-04-07 08:35:34
30,2,84,owner,2017-12-24 02:26:15
30,2,11,resident,2017-04-30 00:39:19
30,10,11,resident,2017-04-30 00:39:19
30,9,11,guest,2017-04-30 00:39:19
30,2,47,resident,2017-12-04 01:52:12
30,2,17,tenant,2017-12-10 08:08:49
30,5,17,guest,2017-12-10 08:08:49
30,9,17,resident,2017-12-10 08:08:49
30,2,32,resident,2018-02-02 05:04:53
30,1,32,tenant,2018-02-02 05:04:53
30,9,32,tenant,2018-02-02 05:04:53
30,2,5,owner,2017-10-24 15:58:29
30,10,5,guest,2017-10-24 15:58:29
30,2,90,resident,2018-02-06 08:33:14
30,5,90,guest,2018-02-06 08:33:14
30,9,90,resident,2018-02-06 08:33:14
30,2,62,owner,2017-09-13 15:29:37
30,10,62,guest,2017-09-13 15:29:37
30,2,13,tenant,2018-02-14 19:09:43
30,2,71,guest,2017-11-16 19:45:47
30,10,71,guest,2017-11-16 19:45:47
63,2,93,owner,2018-01-25 09:55:26
63,8,93,guest,2018-01-25 09:55:26
63,2,56,guest,2017-09-15 15:48:08
63,7,56,resident,2017-09-15 15:48:08
63,2,98,resident,2018-01-28 22:46:54
63,8,98,tenant,2018-01-28 22:46:54
63,2,54,tenant,2017-04-28 04:44:08
63,2,53,guest,2017-07-04 02:32:19
63,8,53,guest,2017-07-04 02:32:19
63,2,68,guest,2017-06-27 03:03:44
63,2,85,owner,2018-03-14 03:43:37
63,7,85,owner,2018-03-14 03:43:37
63,2,87,resident,2018-03-22 04:15:40
63,9,87,resident,2018-03-22 04:15:40
63,2,6,owner,2017-10-16 08:50:44
63,7,6,tenant,2017-10-16 08:50:44
63,2,23,guest,2017-11-27 21:44:54
63,7,23,resident,2017-11-27 21:44:54
63,2,31,guest,2018-02-09 08:53:50
63,2,42,resident,2018-02-27 11:13:58
63,7,42,resident,2018-02-27 11:13:58
63,2,2,guest,2017-05-10 07:02:50
63,2,84,owner,2018-02-03 06:47:03
63,8,84,tenant,2018-02-03 06:47:03
63,2,11,resident,2018-02-03 18:41:38
63,9,11,guest,2018-02-03 18:41:38
63,2,47,resident,2017-06-10 07:54:36
63,2,17,tenant,2017-08-18 08:18:12
63,9,17,resident,2017-08-18 08:18:12
63,2,32,resident,2017-11-02 21:24:07
63,8,32,tenant,2017-11-02 21:24:07
63,9,32,tenant,2017-11-02 21:24:07
63,2,5,owner,2017-06-22 03:51:55
63,8,5,owner,2017-06-22 03:51:55
63,2,90,resident,2017-11-16 10:54:31
63,8,90,owner,2017-11-16 10:54:31
63,9,90,resident,2017-11-16 10:54:31
63,2,62,owner,2017-12-10 12:37:58
63,2,13,tenant,2018-04-10 11:12:25
63,2,71,guest,2017-09-06 03:03:12
1,2,93,owner,2017-07-07 20:48:34
1,8,93,guest,2017-07-07 20:48:34
1,10,93,owner,2017-07-07 20:48:34
1,3,93,owner,2017-07-07 20:48:34
1,5,93,tenant,2017-07-07 20:48:34
1,2,78,resident,2018-01-11 21:34:50
1,10,78,guest,2018-01-11 21:34:50
1,2,56,guest,2018-03-09 23:29:46
1,2,98,resident,2018-02-13 06:19:08
1,8,98,tenant,2018-02-13 06:19:08
1,10,98,owner,2018-02-13 06:19:08
1,6,98,resident,2018-02-13 06:19:08
1,2,54,tenant,2018-04-03 05:57:36
1,1,54,owner,2018-04-03 05:57:36
1,2,53,guest,2017-09-09 16:35:30
1,8,53,guest,2017-09-09 16:35:30
1,2,68,guest,2017-11-29 05:44:41
1,3,68,guest,2017-11-29 05:44:41
1,5,68,tenant,2017-11-29 05:44:41
1,1,68,resident,2017-11-29 05:44:41
1,2,85,owner,2018-03-16 23:38:39
1,3,85,resident,2018-03-16 23:38:39
1,6,85,owner,2018-03-16 23:38:39
1,1,85,owner,2018-03-16 23:38:39
1,2,87,resident,2018-03-02 23:12:55
1,6,87,resident,2018-03-02 23:12:55
1,1,87,owner,2018-03-02 23:12:55
1,9,87,resident,2018-03-02 23:12:55
1,2,6,owner,2017-10-30 08:21:15
1,2,23,guest,2017-07-15 09:56:17
1,3,23,owner,2017-07-15 09:56:17
1,1,23,tenant,2017-07-15 09:56:17
1,2,1,resident,2017-07-26 22:14:45
1,9,1,tenant,2017-07-26 22:14:45
1,2,31,guest,2018-01-08 05:42:36
1,10,31,guest,2018-01-08 05:42:36
1,5,31,owner,2018-01-08 05:42:36
1,2,42,resident,2017-05-05 18:03:50
1,2,2,guest,2018-01-23 18:50:36
1,6,2,resident,2018-01-23 18:50:36
1,5,2,owner,2018-01-23 18:50:36
1,2,84,owner,2017-05-10 04:05:58
1,8,84,tenant,2017-05-10 04:05:58
1,3,84,resident,2017-05-10 04:05:58
1,6,84,resident,2017-05-10 04:05:58
1,2,11,resident,2017-05-01 03:52:09
1,10,11,resident,2017-05-01 03:52:09
1,6,11,tenant,2017-05-01 03:52:09
1,9,11,guest,2017-05-01 03:52:09
1,2,47,resident,2017-11-20 18:00:21
1,2,17,tenant,2018-04-05 20:11:56
1,5,17,guest,2018-04-05 20:11:56
1,9,17,resident,2018-04-05 20:11:56
1,2,32,resident,2017-04-25 07:33:12
1,8,32,tenant,2017-04-25 07:33:12
1,3,32,owner,2017-04-25 07:33:12
1,1,32,tenant,2017-04-25 07:33:12
1,9,32,tenant,2017-04-25 07:33:12
1,2,5,owner,2017-05-10 12:22:21
1,8,5,owner,2017-05-10 12:22:21
1,10,5,guest,2017-05-10 12:22:21
1,3,5,owner,2017-05-10 12:22:21
1,2,90,resident,2018-02-15 12:54:38
1,8,90,owner,2018-02-15 12:54:38
1,5,90,guest,2018-02-15 12:54:38
1,9,90,resident,2018-02-15 12:54:38
1,2,62,owner,2018-02-16 13:36:30
1,10,62,guest,2018-02-16 13:36:30
1,6,62,tenant,2018-02-16 13:36:30
1,2,13,tenant,2017-04-21 12:22:31
1,3,13,guest,2017-04-21 12:22:31
1,6,13,resident,2017-04-21 12:22:31
1,2,71,guest,2017-06-14 21:00:36
1,10,71,guest,2017-06-14 21:00:36
1,3,71,owner,2017-06-14 21:00:36
13,2,93,owner,2018-02-07 11:30:50
13,8,93,guest,2018-02-07 11:30:50
13,3,93,owner,2018-02-07 11:30:50
