article_id,project_id,user_id,user_type,read_time,read_length
51,3,23,owner,1173.0,30.0
51,7,23,resident,1030.0,40.0
51,7,23,resident,96.0,18.0
51,1,23,tenant,452.0,11.0
51,1,23,tenant,1036.0,62.0
51,2,1,resident,1080.0,76.0
51,2,1,resident,246.0,40.0
51,2,1,resident,956.0,54.0
51,7,1,guest,817.0,3.0
51,7,1,guest,26.0,21.0
51,7,1,guest,314.0,47.0
51,9,1,tenant,718.0,28.0
51,9,1,tenant,931.0,91.0
51,9,1,tenant,1007.0,24.0
51,2,31,guest,501.0,10.0
51,2,31,guest,826.0,32.0
51,10,31,guest,842.0,77.0
51,10,31,guest,724.0,18.0
51,5,31,owner,63.0,47.0
51,5,31,owner,75.0,27.0
51,2,42,resident,793.0,85.0
51,7,42,resident,359.0,82.0
51,4,42,resident,912.0,80.0
51,2,2,guest,610.0,11.0
51,2,2,guest,653.0,95.0
51,6,2,resident,686.0,87.0
51,6,2,resident,1063.0,61.0
51,5,2,owner,789.0,2.0
51,5,2,owner,489.0,56.0
51,4,2,guest,610.0,53.0
51,4,2,guest,50.0,26.0
51,2,84,owner,240.0,58.0
51,3,84,resident,274.0,1.0
51,6,84,resident,549.0,94.0
51,4,84,owner,446.0,88.0
51,2,11,resident,415.0,53.0
51,2,11,resident,903.0,41.0
51,2,11,resident,280.0,7.0
51,10,11,resident,452.0,22.0
51,10,11,resident,23.0,26.0
51,10,11,resident,629.0,65.0
51,6,11,tenant,1.0,59.0
51,6,11,tenant,918.0,35.0
51,6,11,tenant,776.0,42.0
51,4,11,tenant,574.0,46.0
51,4,11,tenant,317.0,35.0
51,4,11,tenant,474.0,10.0
51,9,11,guest,1197.0,67.0
51,9,11,guest,1148.0,97.0
51,9,11,guest,977.0,35.0
51,2,17,tenant,644.0,59.0
51,2,17,tenant,508.0,25.0
51,2,17,tenant,852.0,61.0
51,5,17,guest,545.0,36.0
51,5,17,guest,437.0,89.0
51,5,17,guest,741.0,60.0
51,9,17,resident,458.0,15.0
51,9,17,resident,621.0,20.0
51,9,17,resident,1187.0,27.0
51,2,32,resident,492.0,85.0
51,2,32,resident,321.0,0.0
51,3,32,owner,15.0,45.0
51,3,32,owner,744.0,94.0
51,1,32,tenant,133.0,39.0
51,1,32,tenant,69.0,63.0
51,9,32,tenant,939.0,70.0
51,9,32,tenant,341.0,99.0
51,2,13,tenant,591.0,86.0
51,2,13,tenant,712.0,0.0
51,2,13,tenant,1136.0,25.0
51,2,13,tenant,771.0,69.0
51,2,13,tenant,522.0,30.0
51,3,13,guest,578.0,61.0
51,3,13,guest,874.0,76.0
51,3,13,guest,587.0,15.0
51,3,13,guest,840.0,77.0
51,3,13,guest,858.0,66.0
51,6,13,resident,545.0,90.0
51,6,13,resident,946.0,97.0
51,6,13,resident,759.0,43.0
51,6,13,resident,282.0,41.0
51,6,13,resident,479.0,9.0
41,2,98,resident,294.0,58.0
41,8,98,tenant,299.0,69.0
41,6,98,resident,617.0,0.0
41,2,54,tenant,1023.0,34.0
41,2,54,tenant,98.0,62.0
41,1,54,owner,1130.0,98.0
41,1,54,owner,68.0,26.0
41,2,53,guest,100.0,5.0
41,8,53,guest,199.0,66.0
41,2,68,guest,463.0,10.0
41,2,68,guest,975.0,59.0
41,3,68,guest,940.0,77.0
41,3,68,guest,79.0,12.0
41,5,68,tenant,196.0,91.0
41,5,68,tenant,1007.0,13.0
41,4,68,tenant,212.0,39.0
41,4,68,tenant,1070.0,29.0
41,1,68,resident,441.0,39.0
41,1,68,resident,762.0,3.0
41,2,85,owner,942.0,35.0
41,3,85,resident,940.0,82.0
41,7,85,owner,939.0,44.0
41,6,85,owner,968.0,48.0
41,1,85,owner,898.0,61.0
41,2,87,resident,752.0,60.0
41,2,87,resident,1169.0,12.0
41,6,87,resident,1042.0,35.0
41,6,87,resident,895.0,39.0
41,1,87,owner,84.0,10.0
41,1,87,owner,1121.0,53.0
41,9,87,resident,67.0,36.0
41,9,87,resident,879.0,25.0
41,2,6,owner,429.0,26.0
41,7,6,tenant,879.0,53.0
41,2,23,guest,1039.0,30.0
41,2,23,guest,871.0,44.0
41,3,23,owner,1168.0,22.0
41,3,23,owner,364.0,32.0
41,7,23,resident,1118.0,69.0
41,7,23,resident,133.0,30.0
41,1,23,tenant,203.0,10.0
41,1,23,tenant,400.0,5.0
41,2,31,guest,31.0,9.0
41,5,31,owner,493.0,60.0
41,2,42,resident,341.0,4.0
41,2,42,resident,405.0,30.0
41,7,42,resident,1054.0,2.0
41,7,42,resident,156.0,54.0
41,4,42,resident,544.0,43.0
41,4,42,resident,550.0,61.0
41,2,84,owner,880.0,56.0
41,8,84,tenant,258.0,43.0
41,3,84,resident,426.0,44.0
41,6,84,resident,821.0,65.0
41,4,84,owner,976.0,74.0
41,2,11,resident,437.0,70.0
41,2,11,resident,1014.0,79.0
41,2,11,resident,765.0,50.0
41,2,11,resident,714.0,72.0
41,6,11,tenant,1090.0,41.0
41,6,11,tenant,438.0,12.0
41,6,11,tenant,1078.0,8.0
41,6,11,tenant,298.0,40.0
41,4,11,tenant,661.0,26.0
41,4,11,tenant,187.0,11.0
41,4,11,tenant,293.0,76.0
41,4,11,tenant,495.0,85.0
41,9,11,guest,232.0,88.0
41,9,11,guest,952.0,58.0
41,9,11,guest,69.0,62.0
41,9,11,guest,458.0,55.0
41,2,47,resident,728.0,20.0
41,4,47,guest,799.0,98.0
41,2,17,tenant,960.0,42.0
41,2,17,tenant,988.0,9.0
41,5,17,guest,349.0,41.0
41,5,17,guest,379.0,16.0
41,9,17,resident,522.0,91.0
41,9,17,resident,57.0,31.0
41,2,32,resident,30.0,92.0
41,2,32,resident,1100.0,24.0
41,2,32,resident,184.0,88.0
41,8,32,tenant,538.0,94.0
41,8,32,tenant,884.0,1.0
41,8,32,tenant,204.0,26.0
41,3,32,owner,65.0,74.0
41,3,32,owner,798.0,8.0
41,3,32,owner,956.0,1.0
41,1,32,tenant,86.0,24.0
41,1,32,tenant,1035.0,79.0
41,1,32,tenant,192.0,95.0
41,9,32,tenant,1181.0,9.0
41,9,32,tenant,80.0,87.0
41,9,32,tenant,911.0,89.0
41,2,5,owner,1049.0,95.0
41,2,5,owner,600.0,30.0
41,8,5,owner,557.0,45.0
41,8,5,owner,501.0,96.0
41,3,5,owner,159.0,35.0
41,3,5,owner,834.0,80.0
41,4,5,tenant,687.0,28.0
41,4,5,tenant,395.0,44.0
41,2,90,resident,521.0,8.0
41,2,90,resident,974.0,51.0
41,8,90,owner,610.0,98.0
41,8,90,owner,19.0,6.0
41,5,90,guest,122.0,73.0
41,5,90,guest,815.0,71.0
41,9,90,resident,960.0,75.0
41,9,90,resident,886.0,2.0
41,2,62,owner,797.0,23.0
41,6,62,tenant,760.0,16.0
41,2,13,tenant,652.0,79.0
41,3,13,guest,1163.0,63.0
41,6,13,resident,57.0,75.0
41,2,71,guest,500.0,32.0
41,3,71,owner,237.0,31.0
38,2,93,owner,392.0,46.0
38,3,93,owner,340.0,59.0
38,5,93,tenant,188.0,43.0
38,2,78,resident,723.0,99.0
38,2,78,resident,1129.0,21.0
38,2,78,resident,537.0,36.0
38,2,56,guest,1132.0,23.0
38,7,56,resident,248.0,62.0
38,2,98,resident,12.0,19.0
38,2,98,resident,887.0,58.0
38,2,53,guest,298.0,48.0
38,2,68,guest,292.0,2.0
38,3,68,guest,438.0,44.0
38,5,68,tenant,1192.0,65.0
38,1,68,resident,192.0,43.0
38,2,87,resident,1141.0,25.0
38,1,87,owner,1056.0,19.0
38,9,87,resident,237.0,32.0
38,2,6,owner,1144.0,3.0
38,2,6,owner,699.0,49.0
38,2,6,owner,1191.0,74.0
38,2,6,owner,939.0,89.0
38,7,6,tenant,1141.0,71.0
38,7,6,tenant,588.0,41.0
38,7,6,tenant,1187.0,37.0
38,7,6,tenant,1172.0,22.0
38,2,23,guest,869.0,46.0
38,3,23,owner,145.0,77.0
38,7,23,resident,32.0,8.0
38,1,23,tenant,1007.0,55.0
38,2,2,guest,546.0,57.0
38,2,2,guest,553.0,40.0
38,2,2,guest,557.0,70.0
38,2,2,guest,1108.0,87.0
38,5,2,owner,876.0,35.0
38,5,2,owner,459.0,7.0
38,5,2,owner,83.0,30.0
38,5,2,owner,739.0,99.0
38,2,84,owner,1121.0,9.0
38,2,84,owner,1127.0,89.0
38,3,84,resident,125.0,96.0
38,3,84,resident,367.0,9.0
38,2,11,resident,1189.0,82.0
38,9,11,guest,67.0,29.0
38,2,47,resident,1010.0,59.0
38,2,47,resident,89.0,37.0
38,2,17,tenant,288.0,10.0
38,5,17,guest,1159.0,82.0
38,9,17,resident,531.0,24.0
38,2,32,resident,556.0,19.0
38,3,32,owner,1041.0,48.0
38,1,32,tenant,233.0,64.0
38,9,32,tenant,172.0,84.0
38,2,5,owner,812.0,77.0
38,3,5,owner,146.0,38.0
38,2,62,owner,1057.0,86.0
38,2,62,owner,567.0,55.0
38,2,13,tenant,505.0,73.0
38,3,13,guest,769.0,80.0
46,2,93,owner,1060.0,15.0
46,2,93,owner,1060.0,47.0
46,8,93,guest,1186.0,100.0
46,8,93,guest,207.0,24.0
46,5,93,tenant,720.0,13.0
46,5,93,tenant,878.0,83.0
46,2,78,resident,384.0,59.0
46,2,54,tenant,762.0,44.0
46,1,54,owner,1087.0,64.0
46,2,53,guest,106.0,25.0
46,2,53,guest,1097.0,62.0
46,8,53,guest,42.0,4.0
46,8,53,guest,6.0,67.0
46,2,85,owner,1061.0,13.0
46,1,85,owner,421.0,13.0
46,2,87,resident,1122.0,67.0
46,1,87,owner,125.0,7.0
46,9,87,resident,296.0,5.0
46,2,23,guest,140.0,99.0
46,1,23,tenant,128.0,31.0
46,2,1,resident,1086.0,31.0
46,9,1,tenant,68.0,95.0
46,2,31,guest,33.0,68.0
46,2,31,guest,845.0,15.0
46,2,31,guest,618.0,54.0
46,5,31,owner,659.0,94.0
46,5,31,owner,1184.0,40.0
46,5,31,owner,208.0,26.0
46,2,42,resident,104.0,78.0
46,4,42,resident,532.0,20.0
46,2,2,guest,621.0,57.0
46,5,2,owner,692.0,60.0
46,4,2,guest,163.0,71.0
46,2,11,resident,1043.0,77.0
46,2,11,resident,626.0,83.0
46,2,11,resident,270.0,73.0
46,4,11,tenant,395.0,75.0
46,4,11,tenant,989.0,13.0
46,4,11,tenant,92.0,45.0
46,9,11,guest,457.0,37.0
46,9,11,guest,118.0,53.0
46,9,11,guest,37.0,66.0
46,2,47,resident,61.0,92.0
46,2,47,resident,1024.0,61.0
46,4,47,guest,1113.0,82.0
46,4,47,guest,355.0,13.0
46,2,17,tenant,583.0,64.0
46,2,17,tenant,506.0,0.0
46,2,17,tenant,86.0,38.0
46,5,17,guest,272.0,0.0
46,5,17,guest,416.0,56.0
46,5,17,guest,1029.0,43.0
46,9,17,resident,815.0,72.0
46,9,17,resident,155.0,20.0
46,9,17,resident,376.0,65.0
46,2,32,resident,279.0,80.0
46,2,32,resident,1018.0,33.0
46,8,32,tenant,228.0,11.0
46,8,32,tenant,643.0,84.0
46,1,32,tenant,798.0,52.0
46,1,32,tenant,869.0,38.0
46,9,32,tenant,610.0,54.0
46,9,32,tenant,15.0,37.0
46,2,62,owner,373.0,32.0
46,2,71,guest,626.0,36.0
88,2,78,resident,1167.0,71.0
88,2,78,resident,249.0,76.0
88,10,78,guest,1176.0,54.0
88,10,78,guest,970.0,14.0
88,2,56,guest,479.0,69.0
88,2,56,guest,346.0,14.0
88,7,56,resident,912.0,69.0
88,7,56,resident,753.0,30.0
88,2,98,resident,89.0,45.0
88,8,98,tenant,536.0,99.0
88,10,98,owner,892.0,7.0
88,2,53,guest,218.0,61.0
88,8,53,guest,330.0,16.0
88,2,68,guest,688.0,73.0
88,3,68,guest,63.0,13.0
88,5,68,tenant,297.0,28.0
88,1,68,resident,78.0,85.0
88,2,85,owner,1148.0,56.0
88,2,85,owner,99.0,32.0
88,3,85,resident,224.0,52.0
88,3,85,resident,1009.0,1.0
88,7,85,owner,273.0,83.0
88,7,85,owner,116.0,59.0
88,1,85,owner,1098.0,37.0
88,1,85,owner,871.0,78.0
88,2,23,guest,1196.0,97.0
88,3,23,owner,1178.0,96.0
88,7,23,resident,393.0,26.0
88,1,23,tenant,636.0,39.0
88,2,1,resident,855.0,72.0
88,7,1,guest,121.0,16.0
88,2,31,guest,944.0,14.0
88,10,31,guest,922.0,11.0
88,5,31,owner,1073.0,6.0
88,2,42,resident,917.0,51.0
88,7,42,resident,143.0,1.0
88,2,2,guest,755.0,58.0
88,5,2,owner,1044.0,93.0
88,2,11,resident,161.0,3.0
88,2,11,resident,615.0,32.0
88,2,11,resident,971.0,66.0
88,10,11,resident,559.0,0.0
88,10,11,resident,310.0,56.0
88,10,11,resident,1052.0,71.0
88,2,17,tenant,615.0,87.0
88,2,17,tenant,51.0,44.0
88,5,17,guest,1086.0,43.0
88,5,17,guest,996.0,0.0
88,2,32,resident,243.0,71.0
88,2,32,resident,636.0,29.0
88,2,32,resident,178.0,100.0
88,8,32,tenant,1130.0,29.0
88,8,32,tenant,852.0,64.0
88,8,32,tenant,249.0,7.0
88,3,32,owner,875.0,73.0
88,3,32,owner,1130.0,89.0
88,3,32,owner,1069.0,21.0
88,1,32,tenant,197.0,33.0
88,1,32,tenant,903.0,82.0
88,1,32,tenant,633.0,55.0
88,2,90,resident,433.0,86.0
88,8,90,owner,904.0,49.0
88,5,90,guest,779.0,60.0
88,2,62,owner,391.0,88.0
88,2,62,owner,452.0,66.0
88,10,62,guest,649.0,18.0
88,10,62,guest,847.0,74.0
88,2,13,tenant,1151.0,43.0
88,3,13,guest,391.0,36.0
54,2,93,owner,161.0,39.0
54,8,93,guest,61.0,100.0
54,10,93,owner,1060.0,46.0
54,5,93,tenant,622.0,14.0
54,2,78,resident,289.0,87.0
54,10,78,guest,827.0,56.0
54,2,98,resident,601.0,35.0
54,8,98,tenant,109.0,32.0
54,10,98,owner,325.0,7.0
54,2,68,guest,659.0,87.0
54,5,68,tenant,914.0,99.0
54,4,68,tenant,722.0,92.0
54,1,68,resident,865.0,75.0
54,2,85,owner,1077.0,30.0
54,7,85,owner,145.0,59.0
54,1,85,owner,1168.0,20.0
54,2,6,owner,669.0,68.0
54,2,6,owner,29.0,49.0
54,7,6,tenant,841.0,41.0
54,7,6,tenant,730.0,63.0
54,2,31,guest,1058.0,77.0
54,2,31,guest,171.0,67.0
54,10,31,guest,288.0,99.0
54,10,31,guest,989.0,28.0
54,5,31,owner,861.0,57.0
54,5,31,owner,380.0,94.0
54,2,42,resident,41.0,82.0
54,7,42,resident,417.0,90.0
54,4,42,resident,1158.0,91.0
54,2,84,owner,233.0,54.0
54,8,84,tenant,1180.0,68.0
54,4,84,owner,257.0,93.0
54,2,47,resident,517.0,16.0
54,4,47,guest,1169.0,75.0
54,2,32,resident,161.0,53.0
54,2,32,resident,911.0,64.0
54,8,32,tenant,986.0,37.0
54,8,32,tenant,509.0,84.0
54,1,32,tenant,104.0,9.0
54,1,32,tenant,997.0,52.0
54,2,5,owner,237.0,21.0
54,8,5,owner,574.0,90.0
54,10,5,guest,858.0,100.0
54,4,5,tenant,1150.0,53.0
54,2,90,resident,283.0,99.0
54,2,90,resident,409.0,88.0
54,8,90,owner,617.0,47.0
54,8,90,owner,997.0,21.0
54,5,90,guest,212.0,2.0
54,5,90,guest,1175.0,42.0
54,2,62,owner,390.0,66.0
54,2,62,owner,379.0,96.0
54,10,62,guest,25.0,76.0
54,10,62,guest,496.0,41.0
54,2,13,tenant,749.0,35.0
30,2,93,owner,442.0,81.0
30,2,93,owner,787.0,19.0
30,2,93,owner,826.0,40.0
30,2,93,owner,919.0,58.0
30,10,93,owner,882.0,51.0
30,10,93,owner,142.0,49.0
30,10,93,owner,963.0,29.0
30,10,93,owner,58.0,39.0
30,5,93,tenant,742.0,85.0
30,5,93,tenant,1195.0,16.0
30,5,93,tenant,1035.0,31.0
30,5,93,tenant,300.0,55.0
30,2,78,resident,1076.0,43.0
30,10,78,guest,933.0,96.0
30,2,98,resident,307.0,48.0
30,10,98,owner,768.0,14.0
30,2,85,owner,5.0,30.0
30,2,85,owner,210.0,32.0
30,7,85,owner,34.0,20.0
30,7,85,owner,1180.0,30.0
30,1,85,owner,213.0,73.0
30,1,85,owner,98.0,94.0
30,2,87,resident,39.0,100.0
30,2,87,resident,309.0,27.0
30,1,87,owner,671.0,70.0
30,1,87,owner,689.0,16.0
30,9,87,resident,364.0,84.0
30,9,87,resident,79.0,48.0
30,2,6,owner,329.0,45.0
30,7,6,tenant,838.0,13.0
30,2,23,guest,840.0,85.0
30,7,23,resident,441.0,93.0
30,1,23,tenant,398.0,12.0
30,2,31,guest,942.0,32.0
30,2,31,guest,159.0,22.0
30,10,31,guest,144.0,63.0
30,10,31,guest,123.0,55.0
30,5,31,owner,203.0,60.0
30,5,31,owner,25.0,10.0
30,2,42,resident,492.0,81.0
30,2,42,resident,804.0,30.0
30,7,42,resident,703.0,33.0
30,7,42,resident,310.0,90.0
30,2,2,guest,88.0,83.0
30,2,2,guest,357.0,57.0
30,5,2,owner,848.0,90.0
30,5,2,owner,392.0,27.0
30,2,11,resident,1117.0,47.0
30,10,11,resident,632.0,85.0
30,9,11,guest,1119.0,86.0
30,2,47,resident,131.0,22.0
30,2,90,resident,139.0,37.0
30,2,90,resident,111.0,81.0
30,2,90,resident,1156.0,46.0
30,5,90,guest,1095.0,17.0
30,5,90,guest,8.0,25.0
30,5,90,guest,748.0,62.0
30,9,90,resident,497.0,66.0
30,9,90,resident,228.0,58.0
30,9,90,resident,708.0,50.0
30,2,62,owner,918.0,56.0
30,2,62,owner,1060.0,65.0
30,2,62,owner,1131.0,27.0
30,10,62,guest,417.0,72.0
30,10,62,guest,490.0,60.0
30,10,62,guest,617.0,7.0
30,2,13,tenant,98.0,100.0
63,2,56,guest,977.0,59.0
63,2,56,guest,353.0,2.0
63,7,56,resident,610.0,85.0
63,7,56,resident,894.0,34.0
63,2,98,resident,730.0,61.0
63,2,98,resident,1071.0,8.0
63,8,98,tenant,629.0,88.0
63,8,98,tenant,135.0,33.0
63,2,54,tenant,94.0,86.0
63,2,54,tenant,1192.0,57.0
63,2,54,tenant,209.0,97.0
63,2,68,guest,91.0,30.0
63,2,68,guest,381.0,76.0
63,2,68,guest,41.0,56.0
63,2,85,owner,82.0,40.0
63,2,85,owner,405.0,75.0
63,7,85,owner,637.0,23.0
63,7,85,owner,331.0,13.0
63,2,6,owner,10.0,36.0
63,7,6,tenant,190.0,57.0
63,2,23,guest,971.0,97.0
63,2,23,guest,592.0,94.0
63,7,23,resident,506.0,7.0
63,7,23,resident,773.0,96.0
63,2,31,guest,880.0,86.0
63,2,42,resident,1161.0,50.0
63,7,42,resident,573.0,13.0
63,2,11,resident,1182.0,14.0
63,9,11,guest,1035.0,0.0
63,2,47,resident,63.0,50.0
63,2,47,resident,1169.0,17.0
63,2,17,tenant,497.0,34.0
63,9,17,resident,1130.0,85.0
63,2,32,resident,617.0,81.0
63,8,32,tenant,444.0,39.0
63,9,32,tenant,4.0,42.0
63,2,5,owner,158.0,21.0
63,8,5,owner,723.0,13.0
63,2,90,resident,1029.0,68.0
63,2,90,resident,285.0,30.0
63,2,90,resident,714.0,14.0
63,8,90,owner,1121.0,42.0
63,8,90,owner,1002.0,38.0
63,8,90,owner,696.0,51.0
63,9,90,resident,893.0,94.0
63,9,90,resident,553.0,38.0
63,9,90,resident,653.0,58.0
63,2,62,owner,1014.0,45.0
1,2,93,owner,509.0,55.0
1,2,93,owner,1048.0,18.0
1,8,93,guest,902.0,76.0
1,8,93,guest,566.0,41.0
1,10,93,owner,119.0,74.0
1,10,93,owner,555.0,10.0
1,3,93,owner,882.0,77.0
1,3,93,owner,672.0,16.0
1,5,93,tenant,451.0,96.0
1,5,93,tenant,1147.0,78.0
1,2,56,guest,1162.0,35.0
1,2,56,guest,49.0,10.0
1,2,54,tenant,524.0,65.0
1,1,54,owner,881.0,32.0
1,2,53,guest,863.0,59.0
1,8,53,guest,1186.0,99.0
1,2,85,owner,1117.0,26.0
1,2,85,owner,163.0,71.0
1,2,85,owner,219.0,36.0
1,3,85,resident,372.0,61.0
1,3,85,resident,438.0,95.0
1,3,85,resident,1033.0,10.0
1,6,85,owner,978.0,48.0
1,6,85,owner,741.0,99.0
1,6,85,owner,993.0,39.0
1,1,85,owner,76.0,67.0
1,1,85,owner,1022.0,67.0
1,1,85,owner,1131.0,9.0
1,2,1,resident,903.0,40.0
1,9,1,tenant,1182.0,48.0
1,2,42,resident,616.0,87.0
1,2,42,resident,731.0,27.0
1,2,84,owner,1194.0,28.0
1,2,84,owner,1116.0,99.0
1,8,84,tenant,483.0,49.0
1,8,84,tenant,1105.0,48.0
1,3,84,resident,7.0,95.0
1,3,84,resident,706.0,87.0
1,6,84,resident,578.0,25.0
1,6,84,resident,1148.0,56.0
1,2,47,resident,1026.0,52.0
1,2,47,resident,378.0,27.0
1,2,32,resident,469.0,95.0
1,8,32,tenant,1177.0,91.0
1,3,32,owner,644.0,33.0
1,1,32,tenant,292.0,27.0
1,9,32,tenant,506.0,43.0
1,2,5,owner,1152.0,22.0
1,8,5,owner,1159.0,45.0
1,10,5,guest,1004.0,88.0
1,3,5,owner,807.0,4.0
1,2,62,owner,953.0,66.0
1,10,62,guest,95.0,55.0
1,6,62,tenant,494.0,36.0
13,2,93,owner,1105.0,10.0
13,2,93,owner,850.0,23.0
13,8,93,guest,179.0,82.0
13,8,93,guest,50.0,64.0
13,3,93,owner,526.0,1.0
13,3,93,owner,381.0,50.0
13,2,78,resident,724.0,3.0
13,2,56,guest,946.0,97.0
13,7,56,resident,1155.0,29.0
13,4,56,owner,874.0,96.0
13,2,68,guest,1116.0,73.0
13,3,68,guest,1127.0,96.0
13,4,68,tenant,979.0,10.0
13,2,6,owner,381.0,38.0
13,2,6,owner,72.0,59.0
13,2,6,owner,302.0,90.0
13,7,6,tenant,438.0,10.0
13,7,6,tenant,1112.0,67.0
13,7,6,tenant,648.0,40.0
13,2,23,guest,984.0,28.0
13,2,23,guest,108.0,81.0
13,3,23,owner,999.0,71.0
13,3,23,owner,945.0,15.0
13,7,23,resident,898.0,89.0
13,7,23,resident,1046.0,87.0
13,2,1,resident,672.0,33.0
13,7,1,guest,884.0,23.0
13,9,1,tenant,538.0,59.0
13,2,84,owner,420.0,91.0
13,8,84,tenant,1135.0,15.0
13,3,84,resident,1128.0,46.0
13,6,84,resident,652.0,66.0
13,4,84,owner,13.0,39.0
13,2,11,resident,881.0,73.0
13,2,11,resident,182.0,20.0
13,2,11,resident,361.0,35.0
13,6,11,tenant,1157.0,23.0
13,6,11,tenant,1049.0,36.0
13,6,11,tenant,661.0,67.0
13,4,11,tenant,1075.0,50.0
13,4,11,tenant,1127.0,92.0
13,4,11,tenant,1057.0,39.0
13,9,11,guest,413.0,70.0
13,9,11,guest,615.0,9.0
13,9,11,guest,545.0,67.0
13,2,47,resident,286.0,2.0
13,4,47,guest,989.0,38.0
13,2,17,tenant,759.0,79.0
13,9,17,resident,41.0,9.0
13,2,32,resident,1063.0,94.0
13,2,32,resident,909.0,68.0
13,8,32,tenant,1078.0,61.0
13,8,32,tenant,1151.0,35.0
13,3,32,owner,106.0,53.0
13,3,32,owner,1120.0,31.0
13,9,32,tenant,422.0,28.0
13,9,32,tenant,936.0,16.0
13,2,62,owner,881.0,92.0
13,2,62,owner,1006.0,31.0
13,6,62,tenant,641.0,85.0
13,6,62,tenant,340.0,43.0
13,2,13,tenant,583.0,28.0
13,3,13,guest,283.0,85.0
13,6,13,resident,454.0,68.0
13,2,71,guest,658.0,88.0
13,3,71,owner,901.0,29.0
56,2,78,resident,319.0,28.0
56,2,78,resident,1010.0,12.0
56,10,78,guest,76.0,6.0
56,10,78,guest,14.0,20.0
56,2,54,tenant,250.0,56.0
56,2,54,tenant,545.0,46.0
56,1,54,owner,356.0,21.0
56,1,54,owner,329.0,28.0
56,2,53,guest,1131.0,48.0
56,2,53,guest,417.0,84.0
56,8,53,guest,263.0,78.0
56,8,53,guest,929.0,78.0
56,2,85,owner,647.0,25.0
56,2,85,owner,979.0,18.0
56,3,85,resident,666.0,86.0
56,3,85,resident,256.0,88.0
56,7,85,owner,532.0,66.0
56,7,85,owner,819.0,73.0
56,6,85,owner,64.0,82.0
